DRE iPC  8501040847 5900        6110iS                        SLD       260  13 gg
VOY eP   8501040848 0030         340eS                        SLD            13 gg
COLIeP   8501040848 0080         510eS                        SLD       250  13 gg
BAD eP   8501040848 0350         970eS                        SLD       260  13 gg
TRI eP   8501040848 0390        1000eS                        SLD            13 gg
BUA eP   8501040848 0480        1220eS                        SLD       230  13 gg
BOO eP   8501040848 0620        1420eS                        SLD       210  13 gg
ZOU eP   8501040848 1090        2170eS                        SLD       280  13 gg
                 1                                              D
MPRIeP   8501041310 1860        3250eS                        VLD       400  14 gg
BOO eP   8501041310 1980        3580eS                        VLD       460  14 gg
BAD eP   8501041310 2060        3680eS                        VLD       460  14 gg
ZOU eP   8501041310 2070        3720iS                        VLD       430  14 gg
COLI   4 8501041310 0000        3850eS                        VLD            14  g
DRE eP   8501041310 2430        4300eS                        VLD       430  14 gg
TRI    4 8501041310 0000        4350eS                        VLD            14  g
                 1                                              D
BOO iPD  8501041537 4830        4980iS                        FLD       100  15 gg
BUA eP   8501041537 4930        5180eS                        FLD        90  15 gg
MPRIeP   8501041537 4960        5200eS                        FLD        90  15 gg
BAD iPC  8501041537 4960        5210eS                        FLD       100  15 gg
ZOU eP   8501041537 5180        5620eS                        FLD       110  15 gg
                 1                                              D
CTI eP   8501041913 2950        3350iS                        VLD            16 gg
PANIeP   8501041913 3240        3720iS                        VLD       460  16 gg
DDS eP   8501041913 3280        3790eS                        VLD       500  16 gg
BALIeP   8501041913 3700        4520eS                        VLD       480  16 gg
RCL eP   8501041913 3960        5090eS                        VLD       530  16 gg
MPRIeP   8501041913 4400        5790eS                        VLD       510  16 gg
FVI eP   8501041913 4600                                      VLD            16 g
BUA eP   8501041913 4500        6000eS                        VLD       490  16 gg
BOO eP   8501041913 4520        6080eS                        VLD       500  16 gg
UDI eP   8501041913 4560        6190eS                        VLD            16 gg
ZOU eP   8501041913 4620        6280iS                        VLD       500  16 gg
BAD eP   8501041913 4620        6250eS                        VLD       490  16 gg
COLIeP   8501041913 4720        6460eS                        VLD       450  16 gg
DRE eP   8501041913 4950        6920eS                        VLD       520  16 gg
                 1                                              D
BOO eP   8501051051 4170        4270iS                        FLD       150  17 gg
BAD eP   8501051051 4280        4540iS                        FLD       150  17 gg
BUA eP   8501051051 4300        4570iS                        FLD       150  17 gg
ZOU eP   8501051051 4530        4910iS                        FLD       170  17 gg
DRE eP   8501051051 4710        5330eS                        FLD       150  17 gg
                 1                                              D
BAD iPC  8501051741 0440         600iS                        FLD       160  18 gg
BOO iPC  8501051741 0500         730iS                        FLD       170  18 gg
BUA eP   8501051741 0530         760eS                        FLD       170  18 gg
COLI   4 8501051741 0000         980eS                        FLD            18  g
ZOU eP   8501051741 0760        1260eS                        FLD       190  18 gg
DRE eP   8501051741 0780        1300iS                        FLD       190  18 gg
                 1                                              D
BOO iPD  8501070056 4360        4580iS                        FLD       130  19 gg
BAD iPD  8501070056 4450        4740eS                        FLD       130  19 gg
BUA eP   8501070056 4470        4820eS                        FLD       130  19 gg
MPRIeP   8501070056 4520        4890eS                        FLD       120  19 gg
ZOU iPD  8501070056 4630        5030iS                        FLD       130  19 gg
COLIeP   8501070056 4670        5180eS                        FLD       130  19 gg
UDI eP   8501070056 4750        5330eS                        FLD       130  19 gg
                 1                                              D
PAG eP   8501070855 2790        3040iS                        TLD            20 gg
PANIiPD  8501070855 2850        3130iS                        TLD       230  20 gg
DDS eP   8501070855 3120        3640iS                        TLD       220  20 gg
RNI eP   8501070855 3430        4120iS                        TLD       210  20 gg
                 1                                              D
BOO iPC  8501071148 5930        6160iS                        FLD       120  21 gg
ZOU iPC  8501071149 0000        6230iS                        FLD       130  21 gg
MPRIeP   8501071149 0050         390eS                        FLD       150  21 gg
BUA eP   8501071149 0090         510eS                        FLD       140  21 gg
BAD eP   8501071149 0110         530eS                        FLD       140  21 gg
DRE eP   8501071149 0480        1260eS                        FLD       150  21 gg
                 1                                              D
BOO iPC  8501080403 1270        1420iS                        FLD       590  22 gg
BAD iPD  8501080403 1320        1540iS                        FLD       580  22 gg
BUA iPC  8501080403 1370        1680iS                        FLD       560  22 gg
POBIiP   8501080403 1420                                      FLD            22 g
MPRIiPC  8501080403 1430        1760iS                        FLD       560  22 gg
COLIiP   8501080403 1540        2030iS                        FLD       560  22 gg
ZOU iPC  8501080403 1590        2050iS                        FLD       590  22 gg
UDI iP   8501080403 1600        2130iS                        FLD            22 gg
DRE iP   8501080403 1700        2280iS                        FLD            22 gg
RCL iPD  8501080403 1880        2600iS                        FLD       540  22 gg
TRI eP 2 8501080403 2360        3550iS 2                      FLD            22 gg
PANIiPD  8501080403 3660        5800iS                        FLD       440  22 gg
DDS eP   8501080403 3780        5860eS                        FLD       530  22 gg
PAG eP   8501080403 3940        6040eS                        FLD       430  22 gg
RNI eP   8501080403 4290        6940eS                        FLD       460  22 gg
                 1                                              D
BOO eP   8501080523 5560        5740iS                        FLD       130  23 gg
BAD iP   8501080523 5640        5860iS                        FLD       120  23 gg
BUA eP   8501080523 5670        5950eS                        FLD       130  23 gg
MPRIeP   8501080523 5760        6070eS                        FLD       100  23 gg
COLIeP   8501080523 5880        6320iS                        FLD       120  23 gg
ZOU iP   8501080523 5900        6340iS                        FLD       110  23 gg
                 1                                              D
UDI eP   8501082206 2080        2790iS                        VLD       490  24 gg
RCL eP   8501082206 2160        2900iS                        VLD       450  24 gg
BUA eP   8501082206 2270        3110iS                        VLD       500  24 gg
MPRIeP   8501082206 2300        3070iS                        VLD       500  24 gg
COLIeP   8501082206 2400        3070iS                        VLD       480  24 gg
BAD eP   8501082206 2310        3200iS                        VLD       520  24 gg
BOO eP   8501082206 2390        3310iS                        VLD       500  24 gg
TRI eP   8501082206 2530        3400iS                        VLD            24 gg
DRE    4 8501082206 0000        3670iS                        VLD            24  g
ZOU eP   8501082206 2800        3960iS                        VLD       480  24 gg
RBL eP   8501082206 2950        4150iS                        VLD            24 gg
FVI eP   8501082206 2950        4200eS                        VLD            24 gg
CTI eP   8501082206 3150        4650iS                        VLD            24 gg
PANIeP   8501082206 3540        5220iS                        VLD       590  24 gg
DDS eP   8501082206 3620        5290iS                        VLD       610  24 gg
RNI eP   8501082206 4280        6520eS                        VLD       590  24 gg
                 1                                              D
RNI eP   8501090100 1390        2060eS                        LLD       240  25 gg
SAV    4 8501090100 0000        2800eS                        LLD            25  g
PANIeP   8501090100 1920        3040eS                        LLD       190  25 gg
DDS    4 8501090100 0000        3120eS                        LLD            25  g
                 1                                              D
OSS eP   8501090109 5150        5430iS                        LLD            26 gg
RNI eP   8501090109 5590        6250iS                        LLD       350  26 gg
VDL eP   8501090109 5680        6450iS                        LLD            26 gg
SAV eP   8501090110 0000         980eS                        LLD            26 gg
PANIeP   8501090110 0140        1220iS                        LLD       330  26 gg
DDS eP   8501090110 0230        1380iS                        LLD       350  26 gg
                 1                                              D
BOO iPD  8501091336 3350        3430iS 3                      FLD       120  27 gg
BUA eP   8501091336 3470        3600eS                        FLD       100  27 gg
MPRIeP   8501091336 3480        3630eS                        FLD        90  27 gg
BAD eP   8501091336 3560        3770eS                        FLD       100  27 gg
                 1                                              D
BOO iPD  8501091337 1310        1390iS                        FL         50  28 gg
                 1                                               
DDS eP   8501091637 5070        5280eS                        TL             29 gg
RNI eP   8501091637 5360        5850eS                        TL        310  29 gg
PANIeP   8501091637 5390        5900iS                        TL        280  29 gg
                 1                                               
BAD eP   8501092030 4350        4520iS                        FLD       130  30 gg
COLIeP   8501092030 4480        4740iS                        FLD       130  30 gg
BUA eP   8501092030 4510        4800eS                        FLD       110  30 gg
BOO eP   8501092030 4510        4780iS                        FLD       130  30 gg
DRE eP   8501092030 4610        5040iS                        FLD       130  30 gg
MPRIeP   8501092030 4710        5110eS                        FLD       110  30 gg
ZOU eP   8501092030 4920        5550iS                        FLD       130  30 gg
                 1                                              D
PANIiPD  8501100742 3970        4280iS                        TLD       380  31 gg
DDS iPD  8501100742 4140        4610iS                        TLD       350  31 gg
BALIeP   8501100742 4310        4960eS                        TLD       300  31 gg
CTI eP   8501100742 4350        4950iS                        TLD            31 gg
SAV iP   8501100742 4840        5830iS                        TLD            31 gg
SCE iPD  8501100742 5250                                      TLD            31 g
                 1                                              D
BOO iPD  8501101133 4360        4490iS                        FLD       630  32 gg
MPRIiPD  8501101133 4490        4710iS                        FLD       600  32 gg
BUA iPD  8501101133 4550        4840iS                        FLD       630  32 gg
ZOU iPD  8501101133 4610        4900iS                        FLD       620  32 gg
BAD eP   8501101133 4600        4910iS                        FLD       600  32 gg
POBIiP   8501101133 4630                                      FLD            32 g
FOA iP   8501101133 4800                                      FLD            32 g
COLIiP   8501101133 4890        5460iS                        FLD            32 gg
UDI iP   8501101133 4900        5480iS                        FLD            32 gg
RCL iPD  8501101133 4930        5490iS                        FLD       590  32 gg
DRE eP   8501101133 5070        5830iS                        FLD       600  32 gg
PANIeP   8501101134 0670        2600eS                        FLD       440  32 gg
DDS eP   8501101134 0890        2850eS                        FLD       470  32 gg
                 1                                              D
BOO eP   8501110016 4920        5000iS                        FL         60  33 gg
                 1                                               
BAD iPD  8501110906 4590        4780iS                        FLD       120  34 gg
COLIiPC  8501110906 4600        4800iS                        FLD       100  34 gg
BOO eP   8501110906 4760        5120iS                        FLD       110  34 gg
DRE eP   8501110906 4830        5250eS                        FLD       110  34 gg
MPRIeP   8501110906 4860        5260eS                        FLD       100  34 gg
ZOU eP   8501110906 5200        5920eS                        FLD       130  34 gg
                 1                                              D
BOO eP   8501120554 5460        5660iS                        FLD       120  35 gg
BAD eP   8501120554 5510        5760iS                        FLD       130  35 gg
BUA eP 3 8501120554 5600        5950iS 3                      FLD       110  35 gg
MPRIeP   8501120554 5670        6030eS                        FLD       120  35 gg
COLIeP   8501120554 5750        6220iS                        FLD       130  35 gg
ZOU eP   8501120554 5780        6200iS                        FLD       150  35 gg
DRE eP   8501120554 5910        6510eS                        FLD       150  35 gg
                 1                                              D
BOO iPC  8501120614 4360        4470iS                        FLD       140  36 gg
MPRIeP   8501120614 4450        4610iS                        FLD       120  36 gg
BUA eP   8501120614 4510        4740eS                        FLD       120  36 gg
BAD eP   8501120614 4610        4880eS                        FLD       120  36 gg
ZOU eP   8501120614 4750        5130iS                        FLD       120  36 gg
COLIeP   8501120614 4880        5410eS                        FLD       130  36 gg
                 1                                              D
BOO eP   8501120950 2980        3150eS                        FLD       100  37 gg
BAD eP   8501120950 3030        3270eS                        FLD       110  37 gg
BUA    4 8501120950 0000        3390eS                        FLD            37  g
MPRI   4 8501120950 0000        3480eS                        FLD            37  g
COLIeP   8501120950 3300        3730eS                        FLD       120  37 gg
ZOU eP   8501120950 3310        3750eS                        FLD       110  37 gg
DRE    4 8501120950 0000        4010eS                        FLD            37  g
                 1                                              D
ZOU iPC  8501121309 0760        1000iS                        FLD       100  38 gg
BOO iP   8501121309 0770        1010iS                        FLD       100  38 gg
MPRIeP   8501121309 0890        1270eS                        FLD       120  38 gg
BUA eP   8501121309 0940        1380eS                        FLD       110  38 gg
BAD eP   8501121309 0960        1420eS                        FLD       120  38 gg
                 1                                              D
BALIeP+  8501131537 5740        6130eS                        TL        390  39 gg
PAG eP   8501131537 5980        6360eS                        TL        380  39 gg
DDS eP   8501131538 0070         590iS                        TL        410  39 gg
PANIeP   8501131538 0240         850iS                        TL        380  39 gg
CAV    4 8501131538 0000        7540iS                        TL             39  g
OSS eP   8501131538 0860        1950iS                        TL             39 gg
                 1                                               
BAD iPD  8501140124 1830        1920iS                        FLD       130  40 gg
BUA eP   8501140124 1970        2130iS                        FLD       100  40 gg
BOO eP   8501140124 2040        2310iS                        FLD       120  40 gg
COLIeP   8501140124 2080        2350eS                        FLD       110  40 gg
UDI eP   8501140124 2140        2450eS                        FLD       120  40 gg
DRE eP   8501140124 2370        2910iS                        FLD       110  40 gg
ZOU eP   8501140124 2530        3240eS                        FLD       120  40 gg
                 1                                              D
BOO iPC  8501150135 2950        3080iS                        FLD       100  41 gg
BAD eP   8501150135 3060        3310iS                        FLD        90  41 gg
BUA eP   8501150135 3110        3370eS                        FLD        90  41 gg
MPRIeP   8501150135 3120        3410eS                        FLD        80  41 gg
ZOU eP   8501150135 3300        3740eS                        FLD       100  41 gg
COLIeP   8501150135 3320        3760eS                        FLD       100  41 gg
                 1                                              D
DRE iPD  8501150349 3950                                      FLD       530  42 g
COLIiPD  8501150349 3930        4190iS                        FLD       540  42 gg
UDI eP   8501150349 4040        4350iS                        FLD       520  42 gg
BAD iPD  8501150349 4110        4530iS                        FLD       520  42 gg
BUA eP   8501150349 4230        4740iS                        FLD       530  42 gg
TRI iP 2 8501150349 4300        4910iS                        FLD            42 gg
BOO eP   8501150349 4320        4970iS                        FLD       530  42 gg
MPRIeP   8501150349 4410        5140iS                        FLD       520  42 gg
RCL eP   8501150349 4880        5850iS                        FLD       530  42 gg
ZOU eP   8501150349 4770        5750iS                        FLD       530  42 gg
CAE eP   8501150349 5150        6480iS                        FLD       510  42 gg
PANIeP   8501150350 0380        2470eS                        FLD       500  42 gg
DDS eP   8501150350 0560        2700eS                        FLD       510  42 gg
                 1                                              D
CEY eP   8501150852 2520        3450iS                        SLD            43 gg
ZAG eP   8501150852 2700        3520eS                        SLD            43 gg
LJU eP   8501150852 2850        3700iS                        SLD            43 gg
VOY    4 8501150852 0000        5000eS                        SLD            43  g
TRI eP   8501150852 3490        4970iS                        SLD            43 gg
DRE eP   8501150852 3800        5700iS                        SLD       590  43 gg
BAD eP   8501150852 4270        6610eS                        SLD       600  43 gg
BUA eP   8501150852 4570        6820eS                        SLD       570  43 gg
MPRIeP   8501150852 4560        7030eS                        SLD       550  43 gg
ZOU eP   8501150852 4860        7430eS                        SLD       600  43 nn
RCL eP   8501150852 4930        7550eS                        SLD       560  43 nn
CAE eP   8501150852 5100        7900eS                        SLD       520  43 nn
                 1                                              D
CEY eP   8501151551 2770        3620iS                        SLD            44 gg
ZAG eP   8501151551 2920        3800eS                        SLD            44 gg
LJU iP   8501151551 2880        3790iS                        SLD            44 gg
VOY    4 8501151551 0000        5080eS                        SLD            44  g
TRI eP   8501151551 3490        4950iS                        SLD            44 gg
DRE eP   8501151551 3940        5760iS                        SLD       620  44 gg
BAD eP   8501151551 4440        6790iS                        SLD       620  44 gg
BUA eP   8501151551 4610        6920iS                        SLD       610  44 gg
BOO eP   8501151551 4640        7080iS                        SLD       630  44 gg
MPRIeP   8501151551 4760        7230iS                        SLD       610  44 gg
ZOU eP   8501151551 5000        7610iS                        SLD       680  44 gg
RCL eP   8501151551 5030        7720eS                        SLD       640  44 gg
CAE eP   8501151551 5210        7910eS                        SLD       600  44 nn
                 1                                              D
CEY eP   8501151554 4620        5450iS                        SLD            45 gg
LJU iP   8501151554 4730        5620iS                        SLD            45 gg
ZAG eP   8501151554 4960        5820iS                        SLD            45 gg
VOY    4 8501151554 0000        6920iS                        SLD            45  g
TRI iP   8501151554 5470        6900iS                        SLD            45 gg
DRE eP   8501151554 5760        7580iS                        SLD       520  45 gg
BAD eP   8501151555 0250        2550eS                        SLD       520  45 gg
BUA eP   8501151555 0440        2800eS                        SLD       540  45 gg
BOO eP   8501151555 0470        2830eS                        SLD       540  45 gg
MPRIeP   8501151555 0550        3050eS                        SLD            45 gg
ZOU iP   8501151555 0860        3400eS                        SLD       500  45 gg
RCL eP   8501151555 0890        3520eS                        SLD       520  45 gg
CAE eP   8501151555 1090        3720eS                        SLD            45 nn
                 1                                              D
CEY iP   8501152100 1400        2330iS                        SLD            46 gg
ZAG eP   8501152100 1520        2380iS                        SLD            46 gg
LJU iPC  8501152100 1630        2520iS                        SLD            46 gg
TRI iP   8501152100 2200        3720iS                        SLD            46 gg
VOY iP   8501152100 2290        3770iS                        SLD            46 gg
DRE eP   8501152100 2650        4480iS                        SLD       700  46 gg
UDI eP   8501152100 3110        5420eS                        SLD       630  46 gg
BAD eP   8501152100 3140        5550iS                        SLD       670  46 gg
BUA eP   8501152100 3350        5750eS                        SLD       610  46 gg
BOO eP   8501152100 3350        5750eS                        SLD       640  46 gg
MPRIeP   8501152100 3430        5950iS                        SLD            46 gg
ZOU eP   8501152100 3690        6320iS                        SLD       660  46 gg
RCL eP   8501152100 3680        6480eS                        SLD       650  46 gg
CAE eP   8501152100 3800                                      SLD       640  46 n
PANIeP   8501152100 4910                                      SLD            46 n
DDS eP   8501152100 4930                                      SLD            46 n
                 1                                              D
FVI eP   8501152212 1850        2000eS                        FLD            47 gg
ZOU iPC  8501152212 1910        2080iS                        FLD       360  47 gg
BOO iPD  8501152212 2100        2530iS                        FLD       320  47 gg
MPRIeP   8501152212 2110        2580iS                        FLD       330  47 gg
RCL eP   8501152212 2280        2760eS                        FLD       280  47 gg
BUA eP   8501152212 2260        2900eS                        FLD       330  47 gg
BAD eP   8501152212 2370        3080iS                        FLD       300  47 gg
CAE eP   8501152212 2660        3480iS                        FLD       280  47 gg
DRE eP   8501152212 2870        3950eS                        FLD       290  47 gg
SCE eP   8501152212 3340        4580iS                        FLD            47 gg
                 1                                              D
RCL iP   8501161617 0020         260iS                        FLD       280  48 gg
BUA eP   8501161617 0280         720iS                        FLD       330  48 gg
ZOU iP   8501161617 0510        1150iS                        FLD       320  48 gg
                 1                                              D
BUA iPD  8501171355 2350        2600iS                        FLD       830  49 gg
COLIiPD  8501171355 2520        2920iS                        FLD       800  49 gg
UDI iPD  8501171355 2580        3010eS                        FLD       800  49 gg
ZOU iPD  8501171355 2570        3010iS                        FLD      1060  49 gg
DRE iPD  8501171355 2650        3230iS                        FLD       940  49 gg
RCL eP   8501171355 2800        3600eS                        FLD       870  49 gg
CAE eP   8501171355 3170        4210eS                        FLD       840  49 gg
TRI eP   8501171355 3290        4450iS                        FLD            49 gg
CAV eP   8501171355 4380        6090iS                        FLD       590  49 gg
PANIiPC  8501171355 4590        6460iS                        FLD       560  49 gg
DDS eP   8501171355 4750        6700iS                        FLD       610  49 gg
PAG iPC  8501171355 4830        6970iS                        FLD       560  49 gg
                 1                                              D
RCL iPD  8501181104 3380        3730iS                        FLD      1110  50 gg
MPRIiPD  8501181104 3490        3910iS                        FLD      1100  50 gg
BOO iPD  8501181104 3570        4040iS                        FLD      1040  50 gg
ZOU iPD  8501181104 3630        4190iS                        FLD      1120  50 gg
BUA iPC  8501181104 3680        4380iS                        FLD      1060  50 gg
CAE eP   8501181104 3730        4430iS                        FLD      1150  50 gg
BAD iP   8501181104 3790        4500iS                        FLD      1060  50 gg
POBIeP   8501181104 3870        4600iS                        FLD            50 gg
UDI eP   8501181104 3940        4810eS                        FLD            50 gg
COLIeP   8501181104 4030        5020eS                        FLD      1110  50 gg
DRE eP   8501181104 4280        5500iS                        FLD      1080  50 gg
CAV eP   8501181104 4610                                      FLD            50 g
PANIeP   8501181104 4920        6450iS                        FLD       710  50 gg
TRI iP   8501181104 4970        6350iS                        FLD            50 gg
DDS eP   8501181104 5180        6770iS                        FLD       780  50 gg
PAG eP   8501181104 5210        6840iS                        FLD       700  50 gg
SAV eP   8501181105 0160                                      FLD            50 n
                 1                                              D
BOO iPC  8501182212 1090        1170iS                        FLD       150  51 gg
MPRIiPD  8501182212 1180        1340iS                        FLD       130  51 gg
BUA iPD  8501182212 1230        1420eS                        FLD       130  51 gg
BAD eP   8501182212 1350        1600iS                        FLD       130  51 gg
COLIeP   8501182212 1610        2110eS                        FLD       130  51 gg
                 1                                              D
DRE eP   8501190844 2380        3290iS                        OL        330  52 gg
ZOU eP   8501190844 2500        3420eS                        OL        300  52 gg
BAD eP   8501190844 2610        3550eS                        OL        330  52 gg
BOO eP   8501190844 2630        3560eS                        OL        300  52 gg
MPRI   4 8501190844 0000        3930eS                        OL             52  g
TRI    4 8501190844 0000        4800eS                        OL             52  g
                 1                                               
BOO iPC  8501191853 3560        3740iS                        FLD       130  53 gg
BAD eP   8501191853 3620        3850iS                        FLD       130  53 gg
BUA eP   8501191853 3670        3990eS                        FLD       130  53 gg
MPRIeP   8501191853 3740        4080eS                        FLD       140  53 gg
COLIeP   8501191853 3850        4310iS                        FLD       130  53 gg
ZOU iPC  8501191853 3900        4340eS                        FLD       120  53 gg
DRE eP   8501191853 4000        4610eS                        FLD       130  53 gg
                 1                                              D
CEY iPC  8501200151 5440        6360iS                        SLD            54 gg
ZAG iPD3 8501200151 5540        6440iS 3                      SLD            54 gg
LJU iPD  8501200151 5690        6620iS                        SLD            54 gg
TRI eP   8501200152 0150        1650iS                        SLD            54 gg
VOY iP   8501200152 0290        1780iS                        SLD            54 gg
DRE eP   8501200152 0670        2520iS                        SLD      2370  54 gg
COLIeP   8501200152 1000        3080eS                        SLD      2100  54 gg
RBL eP   8501200152 1000        3100iS                        SLD            54 gg
UDI eP   8501200152 1120        3360eS                        SLD            54 gg
BAD eP   8501200152 1160        3570iS                        SLD      2120  54 gg
BUA eP   8501200152 1320        3690eS                        SLD      2170  54 gg
POBIeP   8501200152 1330        3830iS                        SLD            54 gg
BOO eP   8501200152 1370        3810iS                        SLD      2220  54 gg
MPRIeP   8501200152 1450        4000iS                        SLD      2220  54 gg
ZOU eP   8501200152 1650        4280iS                        SLD      2270  54 gg
RCL eP   8501200152 1680                                      SLD      2030  54 n
CAE eP   8501200152 1780                                      SLD      1920  54 n
PANIeP   8501200152 2860        6000iS                        SLD            54 nn
DDS eP   8501200152 2960        6230iS                        SLD            54 nn
PAG eP   8501200152 3170        6450iS                        SLD            54 nn
SAV eP   8501200152 3780                                      SLD            54 n
                 1                                              D
BOO eP   8501200939 0250         360iS                        FLD        70  55 gg
BAD eP   8501200939 0300         440iS                        FLD        60  55 gg
ZOU eP 1 8501200939 0710        1200eS                        FLD        90  55 gg
                 1                                              D
BAD iPC  8501201029 2870        3000iS                        FLD        90  56 gg
BOO eP   8501201029 3070        3270eS                        FLD       100  56 gg
DRE    4 8501201029 0000        3700eS                        FLD            56  g
ZOU eP   8501201029 3490        4020eS                        FLD       120  56 gg
                 1                                              D
BOO iPD  8501201232 2560        2750iS                        FLD       170  57 gg
BAD iPC  8501201232 2600        2830iS                        FLD       200  57 gg
BUA eP   8501201232 2670        2960iS                        FLD       170  57 gg
MPRIeP   8501201232 2730        3070iS                        FLD       200  57 gg
COLIiPC  8501201232 2840        3240iS                        FLD       180  57 gg
ZOU iPD  8501201232 2890        3350iS                        FLD       200  57 gg
DRE eP   8501201232 2960        3530iS                        FLD       230  57 gg
RCL eP   8501201232 3180        3900eS                        FLD       180  57 gg
                 1                                              D
BAD iPC  8501201509 0050         210iS                        FLD        70  58 gg
BOO iPC  8501201509 0070         240iS                        FLD        80  58 gg
BUA eP   8501201509 0110         300eS                        FLD        70  58 gg
MPRIeP   8501201509 0190         480eS                        FLD        70  58 gg
                 1                                              D
