BOO iPD  7707200601 3600        3810iS                        FLD       121 197 gg
BAD iP   7707200601 3700        3980iS                        FLD       131 197 gg
BUA iP   7707200601 3730        4050iS                        FLD       121 197 gg
COLIiP   7707200601 3930        4400iS                        FLD       103 197 gg
                 1                                              D
BOO iPD  7707201950 4450        4600iS                        FLD        78 198 gg
BUA iPC  7707201950 4440        4610iS                        FLD        81 198 gg
BAD eP   7707201950 4490        4670eS                        FLD        78 198 gg
MPRIeP   7707201950 4510        4780eS                        FLD       101 198 gg
COLIeP   7707201950 4750        5150eS                        FLD        55 198 gg
                 1                                              D
CEY    4 7707211608 0000        1600iS                        CLD           199  g
LJU eP   7707211608 1680        2420iS                        CLD           199 gg
TRI eP   7707211608 1890        2870iS                        CLD       650 199 gg
                 1                                              D
BOO iPD  7707220651 3230        3530iS                        FLD       380 200 gg
MPRIiPD  7707220651 3210        3570iS                        FLD       380 200 gg
BUA iPC  7707220651 3350        3820iS                        FLD       400 200 gg
COLIiPC  7707220651 3710        4410iS                        FLD       370 200 gg
                 1                                              D
BOO iPC  7707230454 3540        3700iS                        FLD        86 201 gg
MPRIiPD  7707230454 3630        3860iS                        FLD        85 201 gg
BUA eP   7707230454 3720        4030eS                        FLD        98 201 gg
COLIiPD  7707230454 4030        4660iS                        FLD        70 201 gg
                 1                                              D
BOO eP   7707230612 2330        2560eS                        FLD        51 202 gg
BUA iPC  7707230612 2430        2750iS                        FLD        59 202 gg
MPRIeP   7707230612 2540        2900eS                        FLD        61 202 gg
COLIiPD  7707230612 2590        3020iS                        FLD        43 202 gg
                 1                                              D
BOO iPC  7707231027 5770        5930iS                        FLD       327 203 gg
MPRIiPD  7707231027 5860        6100iS                        FLD       380 203 gg
BUA iPD  7707231027 5940        6250iS                        FLD       355 203 gg
COLIiPC  7707231028 0240         830iS                        FLD       242 203 gg
                 1                                              D
LJU iPC  7707231228 2880        3320iS                        SLD           204 gg
CEY iPC  7707231228 3000        3530iS                        SLD           204 gg
TRI eP   7707231228 3340        4050iS                        SLD       400 204 gg
                 1                                              D
BOO iPC  7707240654 1850        2030eS                        FLD        95 205 gg
BUA eP   7707240654 1930        2200eS                        FLD        83 205 gg
MPRIeP   7707240654 2030        2380eS                        FLD        80 205 gg
COLIiPC  7707240654 2060        2450iS                        FLD        88 205 gg
                 1                                              D
BOO ePC  7707240942 5200        5420eS                        FLD        78 206 gg
BUA eP   7707240942 5240        5480eS                        FLD        80 206 gg
MPRIeP   7707240942 5360        5700eS                        FLD       101 206 gg
COLIeP   7707240942 5390        5730eS                        FLD       105 206 gg
                 1                                              D
MPRIeP   7707241116 2060        2210iS                        FLD           207 gg
BOO iPC  7707241116 2080        2250iS                        FLD       103 207 gg
BUA    4 7707241116 0000        2430iS                        FLD           207  g
COLIiPD  7707241116 2480        3030iS                        FLD        98 207 gg
                 1                                              D
BOO iPC  7707241605 4560        4680iS                        FLD        60 208 gg
BUA eP   7707241605 4660        4890eS                        FLD           208 gg
MPRIeP   7707241605 4690        4940eS                        FLD        61 208 gg
COLIeP 2 7707241605 4930        5380iS                        FLD           208 gg
                 1                                              D
BOO iPD  7707251326 4250        4440iS                        FLD       162 209 gg
MPRIeP   7707251326 4330        4640iS                        FLD           209 gg
BUA eP   7707251326 4410        4770eS                        FLD        88 209 gg
BAD iPC  7707251326 4450        4820iS                        FLD       167 209 gg
COLIiP   7707251326 4680        5270iS                        FLD       116 209 gg
                 1                                              D
BOO eP   7707252039 1740        1940eS                        FLD       100 210 gg
MPRIeP   7707252039 1840        2140eS                        FLD        68 210 gg
BAD eP   7707252039 1950        2330eS                        FLD       100 210 gg
                 1                                              D
BOO ePC  7707252039 4580        4770iS                        FLD       172 211 gg
MPRIiPC  7707252039 4670        4930eS                        FLD       160 211 gg
BAD eP+  7707252039 4780        5160eS                        FLD       167 211 gg
                 1                                              D
LJU eP   7707270836 3810        4130iS                        SLD           212 gg
CEY iPC  7707270836 3830        4270iS                        SLD           212 gg
TRI eP   7707270836 4280        4970iS                        SLD       450 212 gg
                 1                                              D
BOO eP+  7707270849 0930        1040iS                        FLD       243 213 gg
BAD iPD  7707270849 0960        1130iS                        FLD       290 213 gg
BUA eP   7707270849 1020        1240iS                        FLD       232 213 gg
MPRIeP   7707270849 1120        1420iS                        FLD       253 213 gg
COLIiPD  7707270849 1220        1620iS                        FLD       256 213 gg
                 1                                              D
MPRIiPC  7707271029 4660        4820iS                        FLD        83 214 gg
BOO iPC  7707271029 4680        4840iS                        FLD        64 214 gg
BUA eP   7707271029 4750        5040eS                        FLD        81 214 gg
BAD eP   7707271029 4850        5150eS                        FLD        95 214 gg
COLIiPD  7707271029 5090        5660iS                        FLD       100 214 gg
                 1                                              D
BAD ePC  7707272345 2290        2450iS                        FL         70 215 gg
COLIePD  7707272345 2370        2620iS                        FL         60 215 gg
                 1                                               
BOO iPD  7707280736 2170        2230iS                        FLD        80 216 gg
BUA eP   7707280736 2280        2440eS                        FLD        70 216 gg
MPRIeP   7707280736 2340        2550eS                        FLD           216 gg
BAD ePD  7707280736 2330        2540eS                        FLD        75 216 gg
COLIeP   7707280736 2560        3040eS                        FLD        53 216 gg
                 1                                              D
COLIiPD  7707290654 3250                                      FL         80 217 g
                 1                                               
BOO iPC  7707291016 2740        2800iS                        FLD        76 218 gg
BUA eP-  7707291016 2850        3030iS                        FLD        98 218 gg
MPRIePC  7707291016 2880        3090iS                        FLD        75 218 gg
BAD eP-  7707291016 2910        3140iS                        FLD       110 218 gg
                 1                                              D
BOO eP   7707291737 3640        3750iS                        FLD       140 219 gg
MPRIiPD  7707291737 3750        3940iS                        FLD       120 219 gg
BUA eP   7707291737 3810        4120iS                        FLD       120 219 gg
BAD    4 7707291737 0000        4200eS                        FLD           219  g
COLIiPD  7707291737 4180        4720iS                        FLD        86 219 gg
                 1                                              D
BOO ePC  7707300022 2130        2320eS                        FLD       131 220 gg
BAD ePC  7707300022 2200        2470iS                        FLD       135 220 gg
BUA eP   7707300022 2240        2540iS                        FLD       126 220 gg
MPRIiPC  7707300022 2320        2700eS                        FLD       136 220 gg
COLIiPC  7707300022 2420        2860iS                        FLD       133 220 gg
                 1                                              D
BOO eP   7707300603 1730        2070iS                        FLD       176 221 gg
BAD eP   7707300603 1810        2180eS                        FLD       215 221 gg
BUA eP   7707300603 1890        2320iS                        FLD       212 221 gg
MPRIeP   7707300603 1920        2420eS                        FLD       202 221 gg
COLIeP   7707300603 2010        2510iS                        FLD       211 221 gg
TRI eP 4 7707300603 3290        4580eS 4                      FLD           221 gg
                 1                                              D
BOO iPC  7707300556 1590        1640iS                        FLD        81 222 gg
MPRIiPD  7707300556 1690        1840iS                        FLD        98 222 gg
BUA eP   7707300556 1720        1920iS                        FLD        83 222 gg
BAD ePC  7707300556 1800        2080iS                        FLD        75 222 gg
COLIiP   7707300556 2070        2580iS                        FLD        70 222 gg
                 1                                              D
BUA eP   7707300942 4750        4920iS                        FLD       160 223 gg
MPRIiPC  7707300942 4760        4960iS                        FLD       163 223 gg
BAD iPC  7707300942 4830        5060iS                        FLD       165 223 gg
COLIiPD  7707300942 5060        5470iS                        FLD       126 223 gg
                 1                                              D
BAD iPD  7707302236 5880        6030iS                        FLD       170 224 gg
BUA ePD  7707302236 5980        6180eS 3                      FLD       130 224 gg
BOO iPD  7707302236 5990        6240iS                        FLD       130 224 gg
COLIiPC  7707302237 0010         280iS                        FLD       145 224 gg
MPRIeP   7707302237 0110         460eS                        FLD       138 224 gg
                 1                                              D
BAD iPC  7707310351 2190        2310iS                        FLD       182 225 gg
BOO iPC  7707310351 2240        2400iS                        FLD       173 225 gg
BUA iPC  7707310351 2240        2390iS                        FLD       170 225 gg
MPRIeP   7707310351 2350        2630eS                        FLD       177 225 gg
COLIiPD  7707310351 2410        2740iS                        FLD       150 225 gg
                 1                                              D
BAD iPD  7707312142 4180        4320iS                        FLD       126 226 gg
BOO eP   7707312142 4300        4490iS                        FLD        75 226 gg
BUA iPD  7707312142 4320        4580eS                        FLD       126 226 gg
COLIiPD  7707312142 4400        4700eS                        FLD       101 226 gg
MPRIeP   7707312142 4500        4840eS                        FLD       106 226 gg
                 1                                              D
LJU eP   7708010812 2010        2630iS                        SLD           227 gg
CEY    4 7708010812 0000        3360iS                        SLD           227  g
TRI    4 7708010812 0000        3610iS                        SLD       500 227  g
                 1                                              D
BUA iPC  7708011259 1440        1550iS                        FLD        76 228 gg
BAD iPD  7708011259 1460        1600iS                        FLD        98 228 gg
BOO iPD  7708011259 1470        1630iS                        FLD        81 228 gg
COLIiPD  7708011259 1710        2050iS                        FLD        88 228 gg
                 1                                              D
BAD iPD  7708011259 3500        3660iS                        FLD       136 229 gg
BUA iPD  7708011259 3590        3860iS                        FLD       110 229 gg
BOO iPD  7708011259 3600        3870iS                        FLD       106 229 gg
COLIiPC  7708011259 3630        3910iS                        FLD       108 229 gg
                 1                                              D
BOO iPD  7708012016 5340        5500iS                        FLD        60 230 gg
BAD iPD  7708012016 5440        5720iS                        FLD        93 230 gg
BUA eP-  7708012016 5500        5800iS                        FLD        65 230 gg
COLIiPC  7708012016 5680        6140iS                        FLD        75 230 gg
                 1                                              D
BAD iP   7708012316 1720        1880iS                        FL         70 231 gg
COLIiP   7708012316 1980        2420iS                        FL         30 231 gg
                 1                                               
BAD ePD  7708012316 5960        6140iS                        FL         60 232 gg
COLIePD  7708012317 0170         570eS                        FL         30 232 gg
                 1                                               
BAD eP   7708012331 0730         890iS                        FLD       105 233 gg
BUA eP   7708012331 0820        1080iS                        FLD           233 gg
BOO eP   7708012331 0830        1100iS                        FLD        60 233 gg
COLIiPC  7708012331 0870        1170iS                        FLD        66 233 gg
                 1                                              D
BOO iPD  7708030405 2430        2550iS                        FLD        73 234 gg
MPRIeP   7708030405 2560        2800eS                        FLD           234 gg
BUA ePD  7708030405 2610        2920eS                        FLD        55 234 gg
BAD eP   7708030405 2690        2990eS                        FLD           234 gg
COLIeP   7708030405 2920        3460eS                        FLD        63 234 gg
                 1                                              D
TRI eP   7708040937 0820        1170iS                        SLD       350 235 gg
CEY iPC  7708040937 0840        1310iS                        SLD           235 gg
LJU eP   7708040937 1300        2000iS                        SLD           235 gg
                 1                                              D
BOO iPC  7708042356 5330        5520iS                        FLD       360 236 gg
BAD iPC  7708042356 5430        5700iS                        FLD       480 236 gg
BUA ePC  7708042356 5470        5780iS                        FLD       404 236 gg
MPRIiPC  7708042356 5530        5880eS                        FLD       360 236 gg
COLIeP   7708042356 5670        6160eS                        FLD           236 gg
                 1                                              D
LJU eP   7708041804 4560        4930iS                        SLD           237 gg
CEY eP   7708041804 4670        5210iS                        SLD           237 gg
TRI eP   7708041804 5000        5700iS                        SLD       650 237 gg
                 1                                              D
BOO eP   7708050028 4620        4840iS                        FLD        68 238 gg
BAD eP   7708050028 4640        4880iS                        FLD       106 238 gg
BUA ePC  7708050028 4720        5040iS                        FLD        61 238 gg
MPRIeP   7708050028 4800        5170eS                        FLD        70 238 gg
COLIeP   7708050028 4850        5230iS                        FLD        86 238 gg
                 1                                              D
BOO iP   7708050117 1430        1580iS                        FLD           239 gg
BAD iPD  7708050117 1430        1570iS                        FLD       116 239 gg
BUA eP   7708050117 1430        1580iS                        FLD        98 239 gg
MPRIeP   7708050117 1540        1770eS                        FLD           239 gg
COLIeP   7708050117 1700                                      FLD           239 g
                 1                                              D
BAD eP   7708050348 5210        5440eS                        FL            240 gg
COLIiPC  7708050348 5330        5590iS                        FL            240 gg
                 1                                               
BAD iPC  7708050842 5150        5310iS                        FLD       101 241 gg
BUA eP   7708050842 5250        5500eS                        FLD           241 gg
BOO iPC  7708050842 5240        5510iS                        FLD        68 241 gg
COLIiPD  7708050842 5270        5600iS                        FLD        86 241 gg
                 1                                              D
BOO iPC  7708051623 3910        4040iS                        FLD       148 242 gg
BAD iPD  7708051623 3970        4170iS                        FLD       167 242 gg
BUA iPC  7708051623 4050        4290iS                        FLD       138 242 gg
COLIiPD  7708051623 4230        4650iS                        FLD       130 242 gg
                 1                                              D
BOO iPC  7708070122 2380        2530iS                        FLD       171 243 gg
BUA iPD  7708070122 2480        2730iS                        FLD       182 243 gg
BAD iPC  7708070122 2500        2740iS                        FLD       223 243 gg
COLIeP+  7708070122 2730        3140iS                        FLD       192 243 gg
                 1                                              D
BOO iPC  7708080028 1720        1860iS                        FLD        95 244 gg
BUA iPC  7708080028 1810        2080iS                        FLD        91 244 gg
COLIeP-  7708080028 2010        2420iS                        FLD       103 244 gg
                 1                                              D
BOO iPC  7708080859 2300        2460iS                        FLD       175 245 gg
BUA iPD  7708080859 2470        2780iS                        FLD       130 245 gg
BAD iPC  7708080859 2530        2880iS                        FLD       161 245 gg
COLIeP+  7708080859 2780        3390iS                        FLD       150 245 gg
                 1                                              D
BUA iPC  7708081226 0720         810iS                        FLD        65 246 gg
BAD iPC  7708081226 0720         840iS                        FLD        98 246 gg
BOO iPD  7708081226 0760         920iS                        FLD        71 246 gg
COLIeP-  7708081226 0960        1300iS                        FLD        86 246 gg
                 1                                              D
BOO iPC  7708081342 2530        2690iS                        FLD       133 247 gg
BUA iPD  7708081342 2700        3010iS                        FLD       115 247 gg
BAD iPC  7708081342 2760        3130eS 3                      FLD       156 247 gg
COLIePC  7708081342 3010        3610iS                        FLD       140 247 gg
                 1                                              D
BUA iPC  7708081403 2590        2710iS                        FLD        37 248 gg
BAD eP   7708081403 2560        2720eS                        FLD        41 248 gg
BOO iPD  7708081403 2610        2800iS                        FLD        34 248 gg
COLIeP-  7708081403 2840        3170iS                        FLD        37 248 gg
                 1                                              D
BOO iPC  7708081653 1580        1730iS                        FLD       160 249 gg
BUA eP   7708081653 1750        2060iS                        FLD       113 249 gg
BAD iPC  7708081653 1810        2160iS                        FLD       151 249 gg
COLIeP+  7708081653 2050        2650iS                        FLD       131 249 gg
                 1                                              D
BAD eP+  7708090201 1210        1370iS                        FLD       111 250 gg
COLIiPD  7708090201 1340        1590iS                        FLD        86 250 gg
BUA eP   7708090201 1350        1630iS                        FLD           250 gg
BOO    4 7708090201 0000        1660iS                        FLD           250  g
                 1                                              D
TRI eP   7708090603 5130        6130iS                        FLD      1100 251 gg
LJU    4 7708090603 0000        7130iS                        FLD           251  g
CEY eP   7708090603 5760        7240iS                        FLD           251 gg
                 1                                              D
BOO iPC  7708090648 2230        2340iS                        FLD       327 252 gg
BUA iPC  7708090648 2310        2480iS                        FLD       422 252 gg
BAD iPC  7708090648 2330        2520iS                        FLD       432 252 gg
                 1                                              D
BOO iPC  7708091254 5890        6010iS                        FLD       161 253 gg
BAD iPC  7708091254 5900        6050iS                        FLD       202 253 gg
BUA iPC  7708091254 5910        6070iS                        FLD       170 253 gg
                 1                                              D
BAD iP   7708110948 0160         370iS                        FLD        61 254 gg
BOO iP   7708110948 0180         400iS                        FLD        60 254 gg
BUA    4 7708110948 0000         560iS                        FLD           254  g
                 1                                              D
BOO ePC  7708111926 2490        2610iS                        FLD        63 255 gg
BAD eP   7708111926 2600        2860iS                        FLD        63 255 gg
BUA ePC  7708111926 2610        2870iS                        FLD        54 255 gg
                 1                                              D
BOO eP   7708120109 1560        1700iS                        FLD        98 256 gg
BAD eP   7708120109 1580        1710iS                        FLD           256 gg
BUA eP   7708120109 1610        1820iS                        FLD       180 256 gg
                 1                                              D
BOO iP   7708121405 0060         170iS                        FLD        63 257 gg
BAD iP   7708121405 0120         290iS                        FLD        88 257 gg
BUA iP   7708121405 0130         330iS                        FLD        44 257 gg
                 1                                              D
BOO eP   7708121724 1930        2060eS                        FLD       135 258 gg
BUA eP   7708121724 1960        2160eS                        FLD       125 258 gg
BAD eP   7708121724 1990        2180eS                        FLD       115 258 gg
                 1                                              D
BAD eP   7708121733 4840        5010eS                        FLD           259 gg
BOO eP   7708121733 4880        5130eS                        FLD        75 259 gg
BUA eP   7708121733 5000        5300eS                        FLD           259 gg
                 1                                              D
BAD iPD  7708122308 4270        4400iS                        FLD       125 260 gg
BOO eP   7708122308 4310        4490eS                        FLD        88 260 gg
BUA eP   7708122308 4400        4620eS                        FLD        75 260 gg
                 1                                              D
BOO eP   7708130311 5760        5940eS                        FLD        64 261 gg
BAD iPC  7708130311 5830        6080iS                        FLD        75 261 gg
BUA eP   7708130311 5870        6170eS                        FLD        80 261 gg
                 1                                              D
BOO iPC  7708141914 4320        4430iS                        FLD       172 262 gg
BUA eP   7708141914 4380        4580eS                        FLD           262 gg
BAD eP   7708141914 4430        4680eS                        FLD           262 gg
                 1                                              D
BOO    4 7708141922 0000        1980eS                        FLD           263  g
BAD eP   7708141922 1770        2010eS                        FLD        86 263 gg
BUA eP   7708141922 1850        2170eS                        FLD        56 263 gg
                 1                                              D
BUA iP   7708150902 0850        1000iS                        FL         50 264 gg
                 1                                               
BAD eP   7708150936 5340        5510eS                        FL         60 265 gg
                 1                                               
BAD eP   7708150954 1160        1310eS                        FLD       100 266 gg
BOO eP   7708150954 1190        1370eS                        FLD           266 gg
BUA eP   7708150954 1260        1510eS                        FLD           266 gg
                 1                                              D
BOO iPD  7708151022 1250        1390iS                        FLD        66 267 gg
BUA iPC  7708151022 1300        1500iS                        FLD        48 267 gg
BAD iPC  7708151022 1350        1560iS                        FLD        75 267 gg
                 1                                              D
BOO eP   7708151211 0890        1310eS                        FLD        86 268 gg
BUA eP   7708151211 1060        1600eS                        FLD        86 268 gg
BAD eP   7708151211 1130        1750eS                        FLD        96 268 gg
                 1                                              D
BAD iPD  7708151213 2040        2180iS                        FLD        65 269 gg
BOO eP   7708151213 2060        2240eS                        FLD        61 269 gg
BUA eP   7708151213 2140        2390eS                        FLD        32 269 gg
                 1                                              D
BUA iPC  7708160914 5210        5340iS                        FLD        66 270 gg
BOO iPD  7708160914 5220        5400iS                        FLD        74 270 gg
BAD iPC  7708160914 5250        5400iS                        FLD        91 270 gg
                 1                                              D
TRI eP   7708161336 0070         830iS                         LD           271 gg
BUA iPD  7708161336 0530        1610iS                         LD       350 271 gg
BAD iPD  7708161336 0540        1660iS                         LD           271 gg
BOO iPD  7708161336 0680        1890iS                         LD           271 gg
CEY eP   7708161336 0950        2100iS 2                       LD           271 gg
                 1                                              D
LJU eP   7708161422 2770        3130iS                        SLD           272 gg
CEY eP   7708161422 2820        3210iS                        SLD           272 gg
TRI eP   7708161422 3170        3870iS                        SLD       450 272 gg
                 1                                              D
BOO iPC  7708161433 5400        5520iS                        FLD       360 273 gg
BAD iPC  7708161433 5410        5580iS                        FLD       350 273 gg
BUA iPC  7708161433 5440        5640iS                        FLD       410 273 gg
COLIeP   7708161433 5660        6020iS                        FLD           273 gg
                 1                                              D
BOO iPC  7708170041 3860        4000iS                        FLD       300 274 gg
BUA iPD  7708170041 4000        4270iS                        FLD       277 274 gg
BAD eP   7708170041 4040        4380eS                        FLD           274 gg
                 1                                              D
BAD iPC  7708170522 5940        6070iS                        FLD       151 275 gg
BOO iP   7708170522 5940        6080iS                        FLD       153 275 gg
BUA iPD  7708170523 0000         200iS                        FLD       118 275 gg
                 1                                              D
BOO    4 7708180240 0000        5870iS                        FLD           276  g
BAD eP   7708180240 5880        5980iS                        FLD        70 276 gg
BUA eP   7708180240 5940        6100iS                        FLD           276 gg
                 1                                              D
BOO eP   7708181455 4760        4930iS                        FLD        86 277 gg
BAD iPD  7708181455 4810        5030iS                        FLD        86 277 gg
BUA eP   7708181455 4840        5110iS                        FLD        80 277 gg
                 1                                              D
BOO eP   7708192329 1420        1570iS                        FLD        45 278 gg
BAD eP   7708192329 1460        1670iS                        FLD        55 278 gg
BUA eP   7708192329 1500        1740iS                        FLD        48 278 gg
                 1                                              D
BOO eP   7708200322 5940        6050iS                        FLD        50 279 gg
MPRIeP   7708200322 5950        6150iS                        FLD           279 gg
BUA eP   7708200322 5950        6170iS                        FLD        69 279 gg
BAD eP   7708200323 0020         270iS                        FLD        50 279 gg
                 1                                              D
BAD iP   7708200944 1640        1780iS                        FLD        98 280 gg
BUA iP   7708200944 1630        1790iS                        FLD        76 280 gg
BOO iP   7708200944 1660        1820iS                        FLD        88 280 gg
MPRIiP   7708200944 1740        1970iS                        FLD       118 280 gg
                 1                                              D
BOO iP   7708211106 5540        5700iS                        FLD       450 281 gg
BUA iP   7708211106 5640        5800iS                        FLD       500 281 gg
BAD iP   7708211106 5740        5960iS                        FLD       470 281 gg
TRI eP   7708211107 0850        1980iS                        FLD           281 gg
LJU eP   7708211107 1400        3000iS                        FLD           281 gg
BHG eP   7708211107 2360                                      FLD           281 g
OGA eP   7708211107 2250                                      FLD           281 g
MOA eP   7708211107 2760                                      FLD           281 g
                 1                                              D
LJU eP   7708221452 2160        2480iS                        SLD           282 gg
CEY eP   7708221452 2280        2800iS                        SLD           282 gg
TRI    4 7708221452 0000        3310iS                        SLD       450 282  g
                 1                                              D
BOO iPC  7708240205 0970        1120iS                        FLD        86 283 gg
BUA iPC  7708240205 1140        1450iS                        FLD       105 283 gg
BAD eP   7708240205 1180        1550iS                        FLD       101 283 gg
                 1                                              D
LJU eP   7708231156 4150        4360iS                        SLD           284 gg
CEY    4 7708231156 0000        4510iS                        SLD           284  g
TRI    4 7708231156 0000        5050iS                        SLD       500 284  g
                 1                                              D
BOO iP   7708241200 1140        1260iS                        FLD       680 285 gg
BUA iP   7708241200 1210        1370iS                        FLD       670 285 gg
BAD iP   7708241200 1260        1460iS                        FLD       660 285 gg
MPRIiP   7708241200 1260                                      FLD           285 g
COLIiP   7708241200 1520                                      FLD           285 g
TRI eP   7708241200 2310        3480eS                        FLD           285 gg
LJU eP   7708241200 2850                                      FLD           285 g
BHG iPC  7708241200 3980                                      FLD           285 g
OGA iPC  7708241200 3950                                      FLD           285 g
MOA iPD  7708241200 4270        6800iS                        FLD           285 gg
                 1                                              D
BAD iPC  7708241709 1740        1880iS                        FL         50 286 gg
                 1                                               
BAD iPC  7708241905 0450         580iS                        FL         40 287 gg
                 1                                               
BOO eP   7708250122 4140        4290iS                        FLD       210 288 gg
BAD eP   7708250122 4170        4340iS                        FLD       227 288 gg
BUA eP   7708250122 4180        4360iS                        FLD       222 288 gg
                 1                                              D
BUA eP   7708251127 0150         280iS                        FLD        65 289 gg
BAD eP   7708251127 0150         310iS                        FLD        60 289 gg
BOO eP   7708251127 0190         360iS                        FLD        50 289 gg
                 1                                              D
BOO iPC  7708251424 1130        1210iS                        FLD        81 290 gg
BAD eP   7708251424 1190        1370eS                        FLD       106 290 gg
BUA eP   7708251424 1230        1440eS                        FLD        91 290 gg
                 1                                              D
BOO eP   7708251547 5740        5820iS                        FLD       125 291 gg
BAD eP   7708251547 5850        6010iS                        FLD       118 291 gg
BUA iPC  7708251547 5870        6090iS                        FLD        96 291 gg
                 1                                              D
BAD iPC  7708251838 5220        5350iS                        FL         50 292 gg
                 1                                               
BAD iP   7708251838 5890        6020iS                        FL         50 293 gg
                 1                                               
BOO eP   7708252108 5310        5470iS                        FLD       198 294 gg
BUA eP   7708252108 5380        5630iS                        FLD       166 294 gg
BAD eP   7708252108 5490        5790iS                        FLD       156 294 gg
                 1                                              D
BOO iPD  7708260603 0080         140iS                        FLD       133 295 gg
BUA iPD  7708260603 0190         390iS                        FLD       143 295 gg
BAD iP   7708260603 0270         520iS                        FLD       123 295 gg
                 1                                              D
BOO eP   7708270133 3530        3650iS                        FLD        50 296 gg
BAD eP   7708270133 3650        3900iS                        FLD        63 296 gg
BUA eP   7708270133 3660        3930iS                        FLD        60 296 gg
                 1                                              D
BOO iP   7708272348 2150        2290iS                        FLD       126 297 gg
BUA iPC  7708272348 2170        2340iS                        FLD       126 297 gg
BAD iPD  7708272348 2210        2400iS                        FLD       123 297 gg
                 1                                              D
BOO eP   7708280511 5510        5580eS                        FLD        34 298 gg
BUA eP   7708280511 5500        5590eS                        FLD        30 298 gg
BAD eP   7708280511 5570        5720eS                        FLD        35 298 gg
                 1                                              D
BAD iP   7708281205 1570        1780iS                        FLD       128 299 gg
BOO eP   7708281205 1650        1890iS                        FLD       108 299 gg
BUA eP   7708281205 1680        1990iS                        FLD       103 299 gg
                 1                                              D
BAD iPC  7708301524 1720        1850iS                        FLD       100 300 gg
BOO iPD  7708301524 1780        1980iS                        FLD        79 300 gg
BUA eP   7708301524 1780        1990iS                        FLD        70 300 gg
                 1                                              D
BOO eP   7708310833 0700         820iS                        FLD        75 301 gg
BAD iPC  7708310833 0780        1020iS                        FLD        80 301 gg
BUA iPC  7708310833 0800        1040iS                        FLD        75 301 gg
                 1                                              D
BOO ePC  7708311848 5140        5300iS                        FLD        44 302 gg
BAD ePC  7708311848 5240        5480iS                        FLD        55 302 gg
BUA ePC  7708311848 5260        5530iS                        FLD        44 302 gg
                 1                                              D
BOO iPC  7709010033 3160        3320iS                        FL        150 303 gg
BAD eP   7709010033 3250        3480iS                        FL        140 303 gg
                 1                                               
BOO eP   7709010250 1260        1610iS                        FL        130 304 gg
BAD eP   7709010250 1450        1980iS                        FL        130 304 gg
                 1                                               
BAD iPC  7709011355 4510        4690iS                        FL        100 305 gg
BOO iPC  7709011355 4540        4740iS                        FL         80 305 gg
                 1                                               
BOO iPC  7709020041 5130        5250iS                        FL        100 306 gg
BAD ePC  7709020041 5350        5590iS                        FL        100 306 gg
                 1                                               
BOO iPC  7709022100 1670        1780iS                        FLD       135 307 gg
BUA iPC  7709022100 1760        1990iS                        FLD       126 307 gg
BAD iPC  7709022100 1870        2150iS                        FLD       128 307 gg
UDI eP   7709022100 2060                                      FLD           307 g
                 1                                              D
BOO eP   7709022152 3550        3660iS                        FLD       178 308 gg
BUA eP   7709022152 3720        4010eS                        FLD       167 308 gg
BAD eP   7709022152 3750        4050eS                        FLD       163 308 gg
                 1                                              D
BOO iPC  7709042320 2770        2910iS                        FLD        85 309 gg
BUA eP   7709042320 2940        3240eS                        FLD        63 309 gg
BAD eP   7709042320 3000        3350eS                        FLD        74 309 gg
                 1                                              D
BOO iP   7709051337 0170         330iS                        FL         80 310 gg
                 1                                               
BOO iP   7709051411 2810        2940iS                        FL         70 311 gg
                 1                                               
BOO iP   7709061238 1800        1920iS                        FL         60 312 gg
                 1                                               
BOO iPC  7709070818 2050        2130iS                        FLD       120 313 gg
MPRIiPD  7709070818 2140        2310iS                        FLD       163 313 gg
BUA iPD  7709070818 2190        2420iS                        FLD       171 313 gg
                 1                                              D
BOO iPD  7709070917 3900        4110iS                        FLD       151 314 gg
BUA eP   7709070917 4000                                      FLD       141 314 g
MPRIeP   7709070917 4110        4480iS                        FLD       128 314 gg
                 1                                              D
BOO iPC  7709071701 2750        2800iS                        FLD       203 315 gg
MPRIeP   7709071701 2880        3080iS                        FLD       166 315 gg
BUA iPD  7709071701 2900        3140iS                        FLD       187 315 gg
                 1                                              D
BOO eP   7709081029 3640        4000iS                        FL        160 316 gg
                 1                                               
LJU eP   7709081109 0080         410iS                        SLD           317 gg
CEY eP   7709081109 0570        1270iS                        SLD           317 gg
TRI    4 7709081109 0000        8500iS                        SLD       550 317  g
                 1                                              D
BOO iPC  7709090703 2680        2790iS                        FLD       143 318 gg
BUA ePC  7709090703 2760        2950iS                        FLD       133 318 gg
BAD eP   7709090703 2780        3010iS                        FLD       133 318 gg
MPRIeP   7709090703 2780        3030iS                        FLD        91 318 gg
                 1                                              D
BOO iP   7709090922 5740        5840iS                        FLD           319 gg
BAD iP   7709090922 5810        5960iS                        FLD           319 gg
BUA iP   7709090922 5850        6040iS                        FLD           319 gg
UDI eP   7709090923 0100                                      FLD           319 g
TRI iP   7709090923 0910        2100iS                        FLD      1100 319 gg
LJU    4 7709090923 0000        2990iS                        FLD           319  g
CEY    4 7709090923 0000        3120iS                        FLD           319  g
OGA eP   7709090923 2540                                      FLD           319 g
MOA eP   7709090923 2800        5300iS                        FLD           319 gg
                 1                                              D
BOO iPC  7709090933 2120        2250iS                        FLD       100 320 gg
