MODEL,WEIGHT,station,PHASE,THRESHOLD,timestamp,prob
PhaseNet,stead,FUSE,S,0.7,2023-06-19T00:23:32.120000Z,2
PhaseNet,stead,FUSE,P,0.7,2023-06-22T13:30:15.670000Z,2
PhaseNet,stead,FUSE,S,0.7,2023-06-22T13:30:17.660000Z,2
PhaseNet,stead,FUSE,P,0.7,2023-06-22T18:52:24.240000Z,1
PhaseNet,stead,FUSE,S,0.7,2023-06-22T18:52:26.030000Z,2
PhaseNet,stead,FUSE,S,0.7,2023-06-23T05:22:08.000000Z,2
PhaseNet,stead,FUSE,P,0.7,2023-06-28T01:24:23.710000Z,0
PhaseNet,stead,FUSE,S,0.7,2023-06-28T01:24:25.260000Z,2
PhaseNet,stead,FVI,P,0.7,2023-06-03T21:45:32.520000Z,2
PhaseNet,stead,FVI,P,0.7,2023-06-05T21:00:07.780000Z,3
PhaseNet,stead,FVI,S,0.7,2023-06-05T21:00:14.390000Z,3
PhaseNet,stead,GAGG,P,0.7,2023-06-01T14:59:49.830000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-03T12:33:26.480000Z,0
PhaseNet,stead,GAGG,S,0.7,2023-06-03T12:33:31.580000Z,3
PhaseNet,stead,GAGG,P,0.7,2023-06-08T15:19:17.150000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-08T15:34:38.500000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-08T16:01:57.160000Z,1
PhaseNet,stead,GAGG,P,0.7,2023-06-09T14:19:19.310000Z,0
PhaseNet,stead,GAGG,S,0.7,2023-06-09T14:19:23.870000Z,2
PhaseNet,stead,GAGG,P,0.7,2023-06-09T17:32:23.700000Z,1
PhaseNet,stead,GAGG,S,0.7,2023-06-09T17:32:25.500000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-12T10:04:37.940000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-12T19:19:11.080000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-13T17:17:15.080000Z,0
PhaseNet,stead,GAGG,S,0.7,2023-06-13T17:17:28.450000Z,3
PhaseNet,stead,GAGG,P,0.7,2023-06-14T10:04:57.520000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-14T10:35:33.830000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-22T15:16:33.710000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-26T10:05:10.010000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-26T10:09:59.520000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-27T01:38:21.780000Z,3
PhaseNet,stead,GAGG,S,0.7,2023-06-27T01:38:39.340000Z,2
PhaseNet,stead,GAGG,P,0.7,2023-06-28T10:39:41.090000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-29T15:06:34.120000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-29T15:08:52.340000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-29T15:17:43.610000Z,0
PhaseNet,stead,GAGG,P,0.7,2023-06-29T15:33:19.080000Z,0
PhaseNet,stead,GEPF,P,0.7,2023-06-04T00:25:11.940000Z,2
PhaseNet,stead,GEPF,P,0.7,2023-06-05T08:28:03.700000Z,2
PhaseNet,stead,GEPF,S,0.7,2023-06-05T08:28:47.100000Z,2
PhaseNet,stead,GEPF,P,0.7,2023-06-05T21:00:06.920000Z,3
PhaseNet,stead,GEPF,S,0.7,2023-06-05T21:00:12.940000Z,3
PhaseNet,stead,GEPF,P,0.7,2023-06-19T23:49:09.350000Z,1
PhaseNet,stead,GEPF,P,0.7,2023-06-23T05:21:59.660000Z,3
PhaseNet,stead,GEPF,S,0.7,2023-06-23T05:22:08.050000Z,3
PhaseNet,stead,GEPF,P,0.7,2023-06-28T01:24:25.120000Z,0
PhaseNet,stead,GEPF,S,0.7,2023-06-28T01:24:27.610000Z,0
PhaseNet,stead,GORS,P,0.7,2023-06-01T23:54:24.350000Z,0
PhaseNet,stead,GORS,P,0.7,2023-06-02T08:50:47.110000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-03T08:29:29.880000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-03T08:29:32.760000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-03T21:13:52.450000Z,1
PhaseNet,stead,GORS,P,0.7,2023-06-05T15:36:24.760000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-05T15:36:28.800000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-09T00:43:29.690000Z,3
PhaseNet,stead,GORS,S,0.7,2023-06-09T00:43:33.580000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-09T11:59:23.700000Z,0
PhaseNet,stead,GORS,P,0.7,2023-06-11T21:30:38.220000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-14T00:33:52.990000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-14T00:33:58.310000Z,3
PhaseNet,stead,GORS,P,0.7,2023-06-14T10:28:09.730000Z,0
PhaseNet,stead,GORS,P,0.7,2023-06-18T03:46:57.640000Z,0
PhaseNet,stead,GORS,S,0.7,2023-06-18T03:47:02.990000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-19T23:49:15.260000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-20T03:40:35.510000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-20T03:40:39.100000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-21T14:18:27.620000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-21T14:18:31.700000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-22T07:15:18.870000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-22T07:15:23.570000Z,3
PhaseNet,stead,GORS,P,0.7,2023-06-23T10:33:20.250000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-26T15:55:32.190000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-26T15:55:34.190000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-28T08:33:00.740000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-28T08:34:02.500000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-28T21:00:05.190000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-28T21:01:28.200000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-29T10:59:03.180000Z,2
PhaseNet,stead,GORS,S,0.7,2023-06-29T11:00:21.100000Z,3
PhaseNet,stead,GORS,P,0.7,2023-06-29T19:53:01.240000Z,0
PhaseNet,stead,GORS,S,0.7,2023-06-29T19:53:47.600000Z,2
PhaseNet,stead,GORS,P,0.7,2023-06-30T01:24:17.880000Z,2
PhaseNet,stead,KBA,P,0.7,2023-06-12T19:19:10.020000Z,2
PhaseNet,stead,KOSI,P,0.7,2023-06-01T14:59:53.490000Z,0
PhaseNet,stead,KOSI,P,0.7,2023-06-04T17:57:14.410000Z,2
PhaseNet,stead,KOSI,P,0.7,2023-06-08T15:19:20.880000Z,1
PhaseNet,stead,KOSI,P,0.7,2023-06-08T15:34:42.140000Z,0
PhaseNet,stead,KOSI,P,0.7,2023-06-09T14:19:20.990000Z,0
PhaseNet,stead,KOSI,S,0.7,2023-06-12T19:19:11.310000Z,0
PhaseNet,stead,KOSI,P,0.7,2023-06-13T17:17:22.040000Z,0
PhaseNet,stead,KOSI,P,0.7,2023-06-15T00:41:21.330000Z,0
PhaseNet,stead,KOSI,P,0.7,2023-06-23T05:22:03.520000Z,3
PhaseNet,stead,LUSI,P,0.7,2023-06-01T14:59:51.320000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-03T05:18:38.120000Z,1
PhaseNet,stead,LUSI,S,0.7,2023-06-03T05:18:43.710000Z,2
PhaseNet,stead,LUSI,P,0.7,2023-06-03T12:33:24.530000Z,2
PhaseNet,stead,LUSI,P,0.7,2023-06-04T17:57:16.080000Z,2
PhaseNet,stead,LUSI,P,0.7,2023-06-08T15:19:18.660000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-08T15:34:40.030000Z,1
PhaseNet,stead,LUSI,P,0.7,2023-06-09T10:13:15.370000Z,2
PhaseNet,stead,LUSI,S,0.7,2023-06-09T10:13:21.800000Z,2
PhaseNet,stead,LUSI,P,0.7,2023-06-12T10:04:39.490000Z,1
PhaseNet,stead,LUSI,P,0.7,2023-06-12T19:19:12.540000Z,1
PhaseNet,stead,LUSI,S,0.7,2023-06-13T17:17:24.860000Z,3
PhaseNet,stead,LUSI,P,0.7,2023-06-14T10:04:59.190000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-14T10:35:35.280000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-26T10:10:01.090000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-27T01:38:19.970000Z,3
PhaseNet,stead,LUSI,S,0.7,2023-06-27T01:38:36.160000Z,2
PhaseNet,stead,LUSI,P,0.7,2023-06-27T10:46:41.940000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-28T10:39:42.570000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-29T15:06:35.600000Z,1
PhaseNet,stead,LUSI,P,0.7,2023-06-29T15:17:45.080000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-29T15:23:17.110000Z,1
PhaseNet,stead,LUSI,P,0.7,2023-06-29T15:33:20.530000Z,0
PhaseNet,stead,LUSI,P,0.7,2023-06-30T06:27:14.070000Z,3
PhaseNet,stead,LUSI,S,0.7,2023-06-30T06:27:23.080000Z,2
PhaseNet,stead,MABI,P,0.7,2023-06-02T02:18:30.400000Z,1
PhaseNet,stead,MABI,P,0.7,2023-06-03T05:18:38.420000Z,3
PhaseNet,stead,MABI,S,0.7,2023-06-03T05:18:44.330000Z,3
PhaseNet,stead,MABI,P,0.7,2023-06-05T10:03:35.060000Z,2
PhaseNet,stead,MABI,S,0.7,2023-06-05T10:03:39.700000Z,2
PhaseNet,stead,MABI,P,0.7,2023-06-08T15:34:44.270000Z,0
PhaseNet,stead,MABI,P,0.7,2023-06-08T16:02:02.890000Z,2
PhaseNet,stead,MABI,P,0.7,2023-06-13T17:17:14.980000Z,2
PhaseNet,stead,MABI,P,0.7,2023-06-14T10:05:03.000000Z,2
PhaseNet,stead,MABI,P,0.7,2023-06-27T10:17:25.130000Z,0
PhaseNet,stead,MABI,S,0.7,2023-06-27T10:17:31.310000Z,2
PhaseNet,stead,MAGA,P,0.7,2023-06-02T02:18:28.880000Z,3
PhaseNet,stead,MAGA,S,0.7,2023-06-02T02:18:32.910000Z,2
PhaseNet,stead,MAGA,P,0.7,2023-06-03T12:33:26.140000Z,2
PhaseNet,stead,MAGA,S,0.7,2023-06-03T12:33:31.130000Z,2
PhaseNet,stead,MAGA,P,0.7,2023-06-05T10:03:33.870000Z,1
PhaseNet,stead,MAGA,P,0.7,2023-06-08T16:02:04.490000Z,2
PhaseNet,stead,MAGA,S,0.7,2023-06-09T10:13:16.880000Z,3
PhaseNet,stead,MAGA,S,0.7,2023-06-13T17:17:19.800000Z,2
PhaseNet,stead,MAGA,P,0.7,2023-06-27T01:38:18.410000Z,3
PhaseNet,stead,MAGA,S,0.7,2023-06-27T01:38:33.750000Z,3
PhaseNet,stead,MARN,P,0.7,2023-06-02T02:18:31.290000Z,0
PhaseNet,stead,MARN,S,0.7,2023-06-02T02:18:36.160000Z,2
PhaseNet,stead,MARN,P,0.7,2023-06-03T05:18:38.730000Z,2
PhaseNet,stead,MARN,S,0.7,2023-06-03T05:18:45.090000Z,3
PhaseNet,stead,MARN,P,0.7,2023-06-09T10:13:12.650000Z,2
PhaseNet,stead,MARN,S,0.7,2023-06-09T10:13:17.090000Z,3
PhaseNet,stead,MARN,P,0.7,2023-06-13T17:17:08.440000Z,0
PhaseNet,stead,MARN,S,0.7,2023-06-13T17:17:16.830000Z,3
PhaseNet,stead,MARN,P,0.7,2023-06-23T05:22:05.750000Z,2
PhaseNet,stead,MARN,P,0.7,2023-06-27T01:38:13.390000Z,2
PhaseNet,stead,MARN,S,0.7,2023-06-27T01:38:26.040000Z,3
PhaseNet,stead,MARN,P,0.7,2023-06-30T06:27:16.270000Z,2
PhaseNet,stead,MARN,S,0.7,2023-06-30T06:27:25.830000Z,3
PhaseNet,stead,MLN,P,0.7,2023-06-01T09:28:02.560000Z,2
PhaseNet,stead,MLN,S,0.7,2023-06-01T09:29:03.500000Z,2
PhaseNet,stead,MLN,P,0.7,2023-06-01T09:53:31.780000Z,2
PhaseNet,stead,MLN,S,0.7,2023-06-01T09:53:34.290000Z,2
PhaseNet,stead,MLN,P,0.7,2023-06-04T03:09:47.040000Z,2
PhaseNet,stead,MLN,S,0.7,2023-06-04T03:09:50.090000Z,3
PhaseNet,stead,MLN,S,0.7,2023-06-05T21:00:27.800000Z,1
PhaseNet,stead,MLN,P,0.7,2023-06-10T03:34:12.820000Z,2
PhaseNet,stead,MLN,S,0.7,2023-06-11T21:30:33.870000Z,2
PhaseNet,stead,MLN,P,0.7,2023-06-22T05:17:55.900000Z,2
PhaseNet,stead,MLN,S,0.7,2023-06-22T05:17:58.930000Z,0
PhaseNet,stead,MLN,P,0.7,2023-06-22T14:59:50.140000Z,0
PhaseNet,stead,MLN,S,0.7,2023-06-22T14:59:53.220000Z,2
PhaseNet,stead,MLN,S,0.7,2023-06-23T05:21:56.500000Z,3
PhaseNet,stead,MLN,P,0.7,2023-06-24T12:57:59.320000Z,0
PhaseNet,stead,MLN,S,0.7,2023-06-24T12:58:03.220000Z,3
PhaseNet,stead,MOSI,P,0.7,2023-06-04T02:28:46.420000Z,2
PhaseNet,stead,MOSI,S,0.7,2023-06-04T02:28:50.540000Z,2
PhaseNet,stead,MOSI,P,0.7,2023-06-09T14:19:20.020000Z,0
PhaseNet,stead,MOSI,S,0.7,2023-06-09T14:19:24.420000Z,2
PhaseNet,stead,MOSI,P,0.7,2023-06-13T10:47:38.750000Z,1
PhaseNet,stead,MOSI,S,0.7,2023-06-13T10:47:40.560000Z,2
PhaseNet,stead,MOSI,P,0.7,2023-06-30T06:27:22.190000Z,2
PhaseNet,stead,MPRI,P,0.7,2023-06-11T23:30:42.960000Z,0
PhaseNet,stead,MPRI,S,0.7,2023-06-11T23:30:44.760000Z,2
PhaseNet,stead,MPRI,P,0.7,2023-06-13T06:31:16.890000Z,3
PhaseNet,stead,MPRI,S,0.7,2023-06-13T06:31:24.050000Z,3
PhaseNet,stead,MPRI,P,0.7,2023-06-14T10:20:11.390000Z,0
PhaseNet,stead,MPRI,S,0.7,2023-06-14T10:20:14.480000Z,2
PhaseNet,stead,MPRI,P,0.7,2023-06-19T00:23:31.530000Z,0
PhaseNet,stead,MPRI,S,0.7,2023-06-19T00:23:34.080000Z,3
PhaseNet,stead,MPRI,P,0.7,2023-06-19T22:04:27.230000Z,2
PhaseNet,stead,MPRI,S,0.7,2023-06-19T22:04:34.150000Z,3
PhaseNet,stead,MPRI,P,0.7,2023-06-19T23:49:11.140000Z,0
PhaseNet,stead,MPRI,P,0.7,2023-06-22T13:30:15.630000Z,0
PhaseNet,stead,MPRI,S,0.7,2023-06-22T13:30:17.910000Z,2
PhaseNet,stead,MYKA,P,0.7,2023-06-13T06:31:12.540000Z,1
PhaseNet,stead,MYKA,S,0.7,2023-06-13T06:31:16.370000Z,2
PhaseNet,stead,MYKA,P,0.7,2023-06-18T12:07:44.130000Z,2
PhaseNet,stead,MYKA,P,0.7,2023-06-19T22:04:22.690000Z,2
PhaseNet,stead,OZOL,P,0.7,2023-06-01T10:02:11.290000Z,1
PhaseNet,stead,OZOL,P,0.7,2023-06-08T16:01:59.060000Z,3
PhaseNet,stead,OZOL,P,0.7,2023-06-09T14:19:16.760000Z,2
PhaseNet,stead,OZOL,P,0.7,2023-06-12T19:19:07.560000Z,0
PhaseNet,stead,OZOL,S,0.7,2023-06-12T19:19:18.970000Z,3
PhaseNet,stead,OZOL,P,0.7,2023-06-13T17:17:20.280000Z,0
PhaseNet,stead,OZOL,P,0.7,2023-06-14T10:04:58.270000Z,0
PhaseNet,stead,OZOL,P,0.7,2023-06-15T00:41:19.680000Z,2
PhaseNet,stead,OZOL,P,0.7,2023-06-22T15:16:36.000000Z,1
PhaseNet,stead,OZOL,P,0.7,2023-06-26T10:05:10.930000Z,1
PhaseNet,stead,OZOL,P,0.7,2023-06-27T10:17:24.400000Z,2
PhaseNet,stead,OZOL,P,0.7,2023-06-29T16:07:10.480000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-01T14:59:49.270000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-02T02:18:31.310000Z,2
PhaseNet,stead,PANI,S,0.7,2023-06-02T02:18:36.160000Z,2
PhaseNet,stead,PANI,P,0.7,2023-06-03T12:33:26.270000Z,2
PhaseNet,stead,PANI,P,0.7,2023-06-04T17:57:10.980000Z,2
PhaseNet,stead,PANI,P,0.7,2023-06-05T10:03:35.630000Z,0
PhaseNet,stead,PANI,S,0.7,2023-06-05T10:03:40.890000Z,3
PhaseNet,stead,PANI,P,0.7,2023-06-05T21:00:16.790000Z,3
PhaseNet,stead,PANI,S,0.7,2023-06-05T21:00:29.360000Z,3
PhaseNet,stead,PANI,P,0.7,2023-06-08T15:19:16.630000Z,1
PhaseNet,stead,PANI,P,0.7,2023-06-12T19:19:07.570000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-14T10:04:56.910000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-14T10:35:33.090000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-23T05:22:02.250000Z,2
PhaseNet,stead,PANI,S,0.7,2023-06-23T05:22:12.380000Z,3
PhaseNet,stead,PANI,P,0.7,2023-06-26T10:05:09.390000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-27T01:38:20.790000Z,2
PhaseNet,stead,PANI,S,0.7,2023-06-27T01:38:37.510000Z,3
PhaseNet,stead,PANI,P,0.7,2023-06-29T15:06:33.540000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-29T15:08:51.830000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-29T15:23:15.190000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-29T15:32:50.110000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-29T15:33:18.530000Z,0
PhaseNet,stead,PANI,P,0.7,2023-06-30T06:27:19.920000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-03T00:31:39.730000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-03T00:31:42.710000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-03T16:54:16.640000Z,1
PhaseNet,stead,PLRO,S,0.7,2023-06-03T16:54:19.540000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-05T21:00:09.730000Z,3
PhaseNet,stead,PLRO,S,0.7,2023-06-05T21:00:17.470000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-06T00:55:24.550000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-06T00:55:27.410000Z,0
PhaseNet,stead,PLRO,P,0.7,2023-06-11T21:30:29.840000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-12T19:19:04.970000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-13T06:31:20.840000Z,0
PhaseNet,stead,PLRO,P,0.7,2023-06-14T05:11:30.440000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-14T05:11:35.540000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-14T06:29:27.470000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-14T10:20:12.770000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-14T10:20:16.610000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-14T10:28:08.310000Z,0
PhaseNet,stead,PLRO,S,0.7,2023-06-16T21:16:35.080000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-19T12:49:49.370000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-19T12:49:54.930000Z,3
PhaseNet,stead,PLRO,P,0.7,2023-06-19T22:04:25.670000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-19T22:04:31.750000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-19T23:49:12.750000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-19T23:49:17.350000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-22T13:30:18.850000Z,1
PhaseNet,stead,PLRO,S,0.7,2023-06-22T13:30:23.350000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-22T18:52:26.290000Z,0
PhaseNet,stead,PLRO,S,0.7,2023-06-22T18:52:29.210000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-26T03:04:20.680000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-26T03:04:24.220000Z,2
PhaseNet,stead,PLRO,P,0.7,2023-06-28T01:24:26.000000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-28T01:24:29.430000Z,1
PhaseNet,stead,PLRO,P,0.7,2023-06-28T08:33:02.210000Z,2
PhaseNet,stead,PLRO,S,0.7,2023-06-28T08:34:30.300000Z,0
PhaseNet,stead,POLC,S,0.7,2023-06-01T09:28:00.770000Z,2
PhaseNet,stead,POLC,P,0.7,2023-06-01T09:53:32.040000Z,2
PhaseNet,stead,POLC,S,0.7,2023-06-01T09:53:35.700000Z,2
PhaseNet,stead,POLC,P,0.7,2023-06-05T21:00:03.090000Z,0
PhaseNet,stead,POLC,S,0.7,2023-06-05T21:00:58.300000Z,2
PhaseNet,stead,POLC,P,0.7,2023-06-10T03:34:12.640000Z,2
PhaseNet,stead,POLC,S,0.7,2023-06-10T03:34:16.770000Z,2
PhaseNet,stead,POLC,P,0.7,2023-06-11T21:30:32.390000Z,2
PhaseNet,stead,POLC,P,0.7,2023-06-23T05:27:54.410000Z,2
PhaseNet,stead,POLC,S,0.7,2023-06-23T05:27:56.530000Z,2
PhaseNet,stead,POLC,S,0.7,2023-06-24T12:57:59.790000Z,2
PhaseNet,stead,POLC,S,0.7,2023-06-30T08:13:42.320000Z,3
PhaseNet,stead,PRED,P,0.7,2023-06-03T08:29:32.220000Z,0
PhaseNet,stead,PRED,S,0.7,2023-06-03T08:29:36.470000Z,0
PhaseNet,stead,PRED,P,0.7,2023-06-09T00:43:26.520000Z,2
PhaseNet,stead,PRED,S,0.7,2023-06-09T00:43:28.800000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-09T11:59:24.190000Z,0
PhaseNet,stead,PRED,P,0.7,2023-06-11T21:30:32.790000Z,2
PhaseNet,stead,PRED,S,0.7,2023-06-11T21:30:40.160000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-14T10:28:05.550000Z,0
PhaseNet,stead,PRED,P,0.7,2023-06-16T21:16:26.040000Z,0
PhaseNet,stead,PRED,S,0.7,2023-06-16T21:16:29.580000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-18T03:46:54.920000Z,0
PhaseNet,stead,PRED,S,0.7,2023-06-18T03:46:58.440000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-19T23:49:11.250000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-26T03:04:20.920000Z,2
PhaseNet,stead,PRED,S,0.7,2023-06-26T03:04:24.720000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-26T15:55:35.340000Z,2
PhaseNet,stead,PRED,S,0.7,2023-06-26T15:55:39.280000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-28T21:00:02.800000Z,2
PhaseNet,stead,PRED,S,0.7,2023-06-28T21:00:45.400000Z,2
PhaseNet,stead,PRED,P,0.7,2023-06-29T19:52:59.600000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-01T19:08:23.820000Z,0
PhaseNet,stead,PTCC,S,0.7,2023-06-01T19:08:25.850000Z,0
PhaseNet,stead,PTCC,P,0.7,2023-06-03T08:29:34.150000Z,2
PhaseNet,stead,PTCC,S,0.7,2023-06-03T08:29:39.770000Z,0
PhaseNet,stead,PTCC,P,0.7,2023-06-03T16:54:16.420000Z,0
PhaseNet,stead,PTCC,S,0.7,2023-06-03T16:54:19.510000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-04T00:25:13.240000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-05T21:00:10.400000Z,3
PhaseNet,stead,PTCC,S,0.7,2023-06-05T21:00:18.850000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-06T00:55:24.820000Z,1
PhaseNet,stead,PTCC,P,0.7,2023-06-06T07:42:09.180000Z,1
PhaseNet,stead,PTCC,S,0.7,2023-06-06T07:42:11.430000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-11T21:30:29.890000Z,2
PhaseNet,stead,PTCC,S,0.7,2023-06-11T21:30:34.800000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-14T06:29:26.910000Z,0
PhaseNet,stead,PTCC,S,0.7,2023-06-14T06:29:31.830000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-14T10:28:07.250000Z,0
PhaseNet,stead,PTCC,P,0.7,2023-06-18T06:16:48.960000Z,0
PhaseNet,stead,PTCC,P,0.7,2023-06-23T05:22:02.880000Z,3
PhaseNet,stead,PTCC,P,0.7,2023-06-27T00:56:29.940000Z,2
PhaseNet,stead,PTCC,P,0.7,2023-06-28T01:24:26.620000Z,0
PhaseNet,stead,PTCC,S,0.7,2023-06-28T01:24:30.430000Z,3
PhaseNet,stead,PTCC,P,0.7,2023-06-28T21:00:05.080000Z,2
PhaseNet,stead,PTCC,S,0.7,2023-06-28T21:01:26.100000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-03T00:31:40.030000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-03T21:45:31.800000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-05T18:20:48.610000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-05T18:20:52.790000Z,0
PhaseNet,stead,PURA,S,0.7,2023-06-05T21:01:28.000000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-06T00:55:25.550000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-06T00:55:29.450000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-11T23:30:44.350000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-11T23:30:47.470000Z,1
PhaseNet,stead,PURA,P,0.7,2023-06-12T19:19:00.640000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-12T19:20:08.500000Z,3
PhaseNet,stead,PURA,P,0.7,2023-06-22T05:17:54.930000Z,0
PhaseNet,stead,PURA,S,0.7,2023-06-22T05:17:57.430000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-22T13:30:17.490000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-22T14:59:51.190000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-22T18:52:26.570000Z,2
PhaseNet,stead,PURA,S,0.7,2023-06-22T18:52:29.700000Z,2
PhaseNet,stead,PURA,P,0.7,2023-06-23T05:21:57.400000Z,3
PhaseNet,stead,RAVA,S,0.7,2023-06-27T01:38:55.500000Z,2
PhaseNet,stead,ROBS,P,0.7,2023-06-01T19:08:25.870000Z,1
PhaseNet,stead,ROBS,S,0.7,2023-06-01T19:08:29.520000Z,2
PhaseNet,stead,ROBS,P,0.7,2023-06-02T08:50:44.750000Z,2
PhaseNet,stead,ROBS,P,0.7,2023-06-03T08:29:31.380000Z,2
PhaseNet,stead,ROBS,S,0.7,2023-06-03T08:29:34.630000Z,2
PhaseNet,stead,ROBS,P,0.7,2023-06-03T21:13:50.000000Z,2
PhaseNet,stead,ROBS,S,0.7,2023-06-03T21:13:53.460000Z,2
PhaseNet,stead,ROBS,S,0.7,2023-06-04T00:04:08.400000Z,2
