MODEL,WEIGHT,station,PHASE,THRESHOLD,timestamp,prob
PhaseNet,original,BOO,S,0.3,2023-06-28T01:24:26.110000Z,1
PhaseNet,original,CADS,S,0.3,2023-06-09T00:43:32.360000Z,2
PhaseNet,original,CADS,S,0.3,2023-06-09T11:30:25.000000Z,2
PhaseNet,original,CADS,S,0.3,2023-06-11T21:30:43.390000Z,2
PhaseNet,original,CADS,S,0.3,2023-06-28T21:01:04.500000Z,0
PhaseNet,original,CAE,S,0.3,2023-06-01T09:53:36.360000Z,3
PhaseNet,original,CAE,S,0.3,2023-06-05T18:20:51.150000Z,3
PhaseNet,original,CAE,S,0.3,2023-06-05T21:01:11.700000Z,3
PhaseNet,original,CAE,S,0.3,2023-06-10T03:34:16.010000Z,2
PhaseNet,original,CIMO,S,0.3,2023-06-05T21:01:01.500000Z,2
PhaseNet,original,CIMO,S,0.3,2023-06-12T19:19:03.840000Z,2
PhaseNet,original,CIMO,S,0.3,2023-06-24T12:58:49.900000Z,2
PhaseNet,original,CIMO,S,0.3,2023-06-28T23:03:57.100000Z,2
PhaseNet,original,CIMO,S,0.3,2023-06-30T08:13:46.990000Z,3
PhaseNet,original,CLUD,S,0.3,2023-06-05T08:29:38.200000Z,0
PhaseNet,original,CLUD,S,0.3,2023-06-12T19:20:33.600000Z,2
PhaseNet,original,CLUD,S,0.3,2023-06-23T05:22:07.700000Z,3
PhaseNet,original,CLUD,S,0.3,2023-06-24T12:58:13.660000Z,3
PhaseNet,original,CTI,S,0.3,2023-06-04T17:58:31.700000Z,0
PhaseNet,original,CTI,S,0.3,2023-06-05T21:00:22.600000Z,3
PhaseNet,original,CTI,S,0.3,2023-06-23T05:22:05.390000Z,3
PhaseNet,original,CTI,P,0.3,2023-06-23T06:58:16.340000Z,3
PhaseNet,original,CTI,S,0.3,2023-06-23T06:58:18.670000Z,2
PhaseNet,original,DOSS,S,0.3,2023-06-04T17:57:20.400000Z,3
PhaseNet,original,DOSS,S,0.3,2023-06-13T17:17:23.620000Z,3
PhaseNet,original,DOSS,P,0.3,2023-06-23T06:58:18.880000Z,3
PhaseNet,original,DOSS,P,0.3,2023-06-27T01:38:18.070000Z,2
PhaseNet,original,DRE,P,0.3,2023-06-02T09:06:54.510000Z,1
PhaseNet,original,DRE,S,0.3,2023-06-03T08:29:32.100000Z,0
PhaseNet,original,DRE,S,0.3,2023-06-04T00:04:25.700000Z,0
PhaseNet,original,DRE,S,0.3,2023-06-09T11:30:17.200000Z,2
PhaseNet,original,DRE,S,0.3,2023-06-12T08:28:29.920000Z,1
PhaseNet,original,DRE,S,0.3,2023-06-22T07:15:27.470000Z,2
PhaseNet,original,DRE,P,0.3,2023-06-23T05:22:05.740000Z,2
PhaseNet,original,DRE,S,0.3,2023-06-26T15:55:35.450000Z,2
PhaseNet,original,DRE,S,0.3,2023-06-28T21:01:20.200000Z,2
PhaseNet,original,DRE,S,0.3,2023-06-29T10:59:12.040000Z,2
PhaseNet,original,DST2,S,0.3,2023-06-04T00:25:16.320000Z,3
PhaseNet,original,FETA,S,0.3,2023-06-04T02:28:53.830000Z,2
PhaseNet,original,FUSE,S,0.3,2023-06-05T08:29:09.500000Z,2
PhaseNet,original,FUSE,S,0.3,2023-06-23T05:22:08.000000Z,2
PhaseNet,original,FVI,P,0.3,2023-06-05T21:00:07.780000Z,3
PhaseNet,original,FVI,S,0.3,2023-06-05T21:00:14.390000Z,3
PhaseNet,original,GAGG,S,0.3,2023-06-13T17:17:28.450000Z,3
PhaseNet,original,GEPF,S,0.3,2023-06-05T08:28:47.100000Z,2
PhaseNet,original,GEPF,S,0.3,2023-06-05T21:00:12.940000Z,3
PhaseNet,original,GEPF,S,0.3,2023-06-23T05:22:08.050000Z,3
PhaseNet,original,GORS,P,0.3,2023-06-09T00:43:29.690000Z,3
PhaseNet,original,GORS,S,0.3,2023-06-09T00:43:33.580000Z,2
PhaseNet,original,GORS,P,0.3,2023-06-11T21:30:38.220000Z,2
PhaseNet,original,GORS,S,0.3,2023-06-18T12:07:46.160000Z,2
PhaseNet,original,GORS,S,0.3,2023-06-21T14:18:31.700000Z,2
PhaseNet,original,GORS,P,0.3,2023-06-22T07:15:18.870000Z,2
PhaseNet,original,GORS,S,0.3,2023-06-28T08:34:02.500000Z,2
PhaseNet,original,GORS,S,0.3,2023-06-28T21:01:28.200000Z,2
PhaseNet,original,GORS,S,0.3,2023-06-29T11:00:21.100000Z,3
PhaseNet,original,GORS,S,0.3,2023-06-29T19:53:47.600000Z,2
PhaseNet,original,LUSI,S,0.3,2023-06-03T05:18:43.710000Z,2
PhaseNet,original,LUSI,S,0.3,2023-06-09T10:13:21.800000Z,2
PhaseNet,original,LUSI,S,0.3,2023-06-27T01:38:36.160000Z,2
PhaseNet,original,LUSI,S,0.3,2023-06-30T06:27:23.080000Z,2
PhaseNet,original,MABI,P,0.3,2023-06-03T05:18:38.420000Z,3
PhaseNet,original,MAGA,S,0.3,2023-06-02T02:18:32.910000Z,2
PhaseNet,original,MAGA,P,0.3,2023-06-08T16:02:04.490000Z,2
PhaseNet,original,MAGA,S,0.3,2023-06-09T10:13:16.880000Z,3
PhaseNet,original,MAGA,S,0.3,2023-06-27T01:38:33.750000Z,3
PhaseNet,original,MARN,S,0.3,2023-06-13T17:17:16.830000Z,3
PhaseNet,original,MARN,S,0.3,2023-06-27T01:38:26.040000Z,3
PhaseNet,original,MLN,S,0.3,2023-06-01T09:29:03.500000Z,2
PhaseNet,original,MLN,S,0.3,2023-06-04T03:09:50.090000Z,3
PhaseNet,original,MLN,S,0.3,2023-06-05T21:00:27.800000Z,1
PhaseNet,original,MLN,S,0.3,2023-06-11T21:30:33.870000Z,2
PhaseNet,original,MLN,S,0.3,2023-06-22T05:17:58.930000Z,0
PhaseNet,original,MLN,S,0.3,2023-06-23T05:21:56.500000Z,3
PhaseNet,original,MLN,S,0.3,2023-06-24T12:58:03.220000Z,3
PhaseNet,original,MPRI,S,0.3,2023-06-13T06:31:24.050000Z,3
PhaseNet,original,MPRI,S,0.3,2023-06-19T22:04:34.150000Z,3
PhaseNet,original,PANI,S,0.3,2023-06-05T21:00:29.360000Z,3
PhaseNet,original,PANI,P,0.3,2023-06-23T05:22:02.250000Z,2
PhaseNet,original,PANI,S,0.3,2023-06-23T05:22:12.380000Z,3
PhaseNet,original,PANI,P,0.3,2023-06-30T06:27:19.920000Z,2
PhaseNet,original,PANI,S,0.3,2023-06-30T06:27:31.240000Z,3
PhaseNet,original,PLRO,S,0.3,2023-06-05T21:00:17.470000Z,2
PhaseNet,original,PLRO,S,0.3,2023-06-13T06:31:20.840000Z,0
PhaseNet,original,PLRO,S,0.3,2023-06-16T21:16:35.080000Z,2
PhaseNet,original,PLRO,S,0.3,2023-06-19T12:49:54.930000Z,3
PhaseNet,original,PLRO,S,0.3,2023-06-19T22:04:31.750000Z,2
PhaseNet,original,PLRO,S,0.3,2023-06-19T23:49:17.350000Z,2
PhaseNet,original,PLRO,S,0.3,2023-06-22T13:30:23.350000Z,2
PhaseNet,original,PLRO,S,0.3,2023-06-28T08:34:30.300000Z,0
PhaseNet,original,POLC,P,0.3,2023-06-01T09:53:32.040000Z,2
PhaseNet,original,POLC,S,0.3,2023-06-01T09:53:35.700000Z,2
PhaseNet,original,POLC,S,0.3,2023-06-05T21:00:58.300000Z,2
PhaseNet,original,POLC,S,0.3,2023-06-23T05:27:56.530000Z,2
PhaseNet,original,POLC,S,0.3,2023-06-24T12:57:59.790000Z,2
PhaseNet,original,POLC,S,0.3,2023-06-30T08:13:42.320000Z,3
PhaseNet,original,PRED,S,0.3,2023-06-03T08:29:36.470000Z,0
PhaseNet,original,PRED,S,0.3,2023-06-09T00:43:28.800000Z,2
PhaseNet,original,PRED,S,0.3,2023-06-11T21:30:40.160000Z,2
PhaseNet,original,PRED,S,0.3,2023-06-26T15:55:39.280000Z,2
PhaseNet,original,PRED,S,0.3,2023-06-28T21:00:45.400000Z,2
PhaseNet,original,PTCC,S,0.3,2023-06-03T08:29:39.770000Z,0
PhaseNet,original,PTCC,S,0.3,2023-06-05T21:00:18.850000Z,2
PhaseNet,original,PTCC,S,0.3,2023-06-11T21:30:34.800000Z,2
PhaseNet,original,PTCC,S,0.3,2023-06-14T06:29:31.830000Z,2
PhaseNet,original,PTCC,S,0.3,2023-06-28T01:24:30.430000Z,3
PhaseNet,original,PTCC,S,0.3,2023-06-28T21:01:26.100000Z,2
PhaseNet,original,PURA,S,0.3,2023-06-05T21:01:28.000000Z,2
PhaseNet,original,PURA,P,0.3,2023-06-06T00:55:25.550000Z,2
PhaseNet,original,PURA,S,0.3,2023-06-06T00:55:29.450000Z,2
PhaseNet,original,PURA,S,0.3,2023-06-12T19:20:08.500000Z,3
PhaseNet,original,RAVA,S,0.3,2023-06-27T01:38:55.500000Z,2
PhaseNet,original,ROBS,S,0.3,2023-06-03T08:29:34.630000Z,2
PhaseNet,original,ROBS,S,0.3,2023-06-04T00:04:08.400000Z,2
PhaseNet,original,ROBS,P,0.3,2023-06-09T11:33:46.050000Z,0
PhaseNet,original,ROBS,S,0.3,2023-06-28T21:01:09.300000Z,0
PhaseNet,original,RONC,P,0.3,2023-06-02T02:18:29.060000Z,2
PhaseNet,original,RONC,S,0.3,2023-06-02T02:18:32.300000Z,2
PhaseNet,original,RONC,S,0.3,2023-06-13T17:17:25.900000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-11T21:30:43.960000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-12T08:28:27.370000Z,1
PhaseNet,original,SABO,S,0.3,2023-06-13T06:31:20.640000Z,2
PhaseNet,original,SABO,S,0.3,2023-06-14T08:42:58.800000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-14T09:18:29.020000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-18T06:16:54.370000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-19T22:04:30.940000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-19T23:49:18.410000Z,3
PhaseNet,original,SABO,S,0.3,2023-06-29T10:59:11.380000Z,2
PhaseNet,original,STAL,S,0.3,2023-06-05T21:00:43.500000Z,2
PhaseNet,original,STAL,S,0.3,2023-06-23T05:22:00.090000Z,2
PhaseNet,original,STAL,S,0.3,2023-06-23T05:28:04.120000Z,2
PhaseNet,original,STAL,S,0.3,2023-06-24T12:59:08.300000Z,3
PhaseNet,original,TRI,S,0.3,2023-06-14T08:41:57.760000Z,3
PhaseNet,original,VARA,S,0.3,2023-06-03T05:18:39.980000Z,2
PhaseNet,original,VARA,S,0.3,2023-06-09T10:13:17.080000Z,2
PhaseNet,original,VARA,P,0.3,2023-06-27T01:38:17.840000Z,3
PhaseNet,original,VARA,S,0.3,2023-06-27T01:38:33.220000Z,3
PhaseNet,original,VARN,S,0.3,2023-06-04T17:58:36.900000Z,2
PhaseNet,original,VARN,P,0.3,2023-06-13T17:17:19.510000Z,2
PhaseNet,original,VARN,S,0.3,2023-06-24T12:58:01.610000Z,2
PhaseNet,original,VARN,P,0.3,2023-06-27T01:38:20.970000Z,3
PhaseNet,original,VINO,S,0.3,2023-06-04T00:04:19.700000Z,1
PhaseNet,original,VINO,S,0.3,2023-06-05T08:29:17.600000Z,2
PhaseNet,original,VINO,S,0.3,2023-06-06T07:43:30.700000Z,0
PhaseNet,original,VINO,S,0.3,2023-06-09T00:43:36.260000Z,1
PhaseNet,original,VINO,S,0.3,2023-06-19T23:50:27.300000Z,1
PhaseNet,original,VINO,S,0.3,2023-06-23T05:22:10.330000Z,2
PhaseNet,original,VINO,S,0.3,2023-06-24T12:58:17.830000Z,3
PhaseNet,original,VOJS,S,0.3,2023-06-07T12:45:04.330000Z,3
PhaseNet,original,VOJS,S,0.3,2023-06-14T08:43:28.700000Z,3
PhaseNet,original,VOJS,P,0.3,2023-06-14T08:57:52.470000Z,1
PhaseNet,original,VOJS,P,0.3,2023-06-19T11:59:09.570000Z,0
PhaseNet,original,VOJS,S,0.3,2023-06-19T11:59:19.240000Z,1
PhaseNet,original,VOJS,S,0.3,2023-06-23T10:33:30.750000Z,2
PhaseNet,original,VOJS,P,0.3,2023-06-26T15:55:34.780000Z,0
PhaseNet,original,VOJS,S,0.3,2023-06-26T15:55:38.110000Z,0
PhaseNet,original,VOJS,P,0.3,2023-06-28T06:35:40.470000Z,2
PhaseNet,original,VOJS,S,0.3,2023-06-28T21:00:13.560000Z,3
PhaseNet,original,VOJS,S,0.3,2023-06-29T11:00:00.600000Z,0
PhaseNet,original,VOJS,P,0.3,2023-06-29T19:53:02.600000Z,1
PhaseNet,original,VOJS,S,0.3,2023-06-29T19:54:11.700000Z,3
PhaseNet,original,ZIAN,P,0.3,2023-06-27T01:38:24.100000Z,2
PhaseNet,scedc,ABSI,P,0.3,2023-06-13T17:17:25.430000Z,3
PhaseNet,scedc,ABTA,S,0.3,2023-06-03T21:45:36.030000Z,2
PhaseNet,scedc,ABTA,P,0.3,2023-06-05T21:00:09.810000Z,4
PhaseNet,scedc,ABTA,S,0.3,2023-06-05T21:00:18.740000Z,3
PhaseNet,scedc,ABTA,S,0.3,2023-06-11T21:30:41.970000Z,2
PhaseNet,scedc,ACOM,P,0.3,2023-06-01T19:08:23.040000Z,2
PhaseNet,scedc,ACOM,P,0.3,2023-06-04T00:03:09.150000Z,2
PhaseNet,scedc,ACOM,P,0.3,2023-06-05T21:00:13.770000Z,3
PhaseNet,scedc,ACOM,S,0.3,2023-06-05T21:00:24.080000Z,3
PhaseNet,scedc,ACOM,P,0.3,2023-06-11T21:30:33.330000Z,2
PhaseNet,scedc,ACOM,S,0.3,2023-06-11T21:30:40.670000Z,2
PhaseNet,scedc,ACOM,P,0.3,2023-06-16T21:16:25.290000Z,0
PhaseNet,scedc,ACOM,P,0.3,2023-06-18T03:46:54.620000Z,2
PhaseNet,scedc,ACOM,S,0.3,2023-06-19T12:49:47.810000Z,2
PhaseNet,scedc,ACOM,S,0.3,2023-06-21T14:18:30.580000Z,2
PhaseNet,scedc,ACOM,S,0.3,2023-06-23T10:33:37.030000Z,2
PhaseNet,scedc,ACOM,P,0.3,2023-06-28T08:32:57.970000Z,0
PhaseNet,scedc,ACOM,S,0.3,2023-06-28T08:33:01.470000Z,2
PhaseNet,scedc,AGOR,P,0.3,2023-06-04T17:57:09.030000Z,2
PhaseNet,scedc,BAD,P,0.3,2023-06-02T08:50:46.420000Z,2
PhaseNet,scedc,BAD,P,0.3,2023-06-03T16:54:16.760000Z,2
PhaseNet,scedc,BAD,S,0.3,2023-06-04T00:04:23.400000Z,2
PhaseNet,scedc,BAD,S,0.3,2023-06-05T08:29:10.700000Z,0
PhaseNet,scedc,BAD,S,0.3,2023-06-06T07:43:39.000000Z,0
PhaseNet,scedc,BAD,S,0.3,2023-06-09T11:33:45.370000Z,0
PhaseNet,scedc,BAD,P,0.3,2023-06-09T11:59:23.160000Z,1
PhaseNet,scedc,BAD,S,0.3,2023-06-11T21:30:32.310000Z,2
PhaseNet,scedc,BAD,S,0.3,2023-06-13T06:31:19.080000Z,2
PhaseNet,scedc,BAD,S,0.3,2023-06-19T22:04:29.120000Z,2
PhaseNet,scedc,BAD,S,0.3,2023-06-19T23:50:36.600000Z,2
PhaseNet,scedc,BAD,S,0.3,2023-06-23T05:22:10.500000Z,3
PhaseNet,scedc,BAD,P,0.3,2023-06-26T03:04:17.530000Z,1
PhaseNet,scedc,BAD,S,0.3,2023-06-26T03:04:20.310000Z,3
PhaseNet,scedc,BAD,P,0.3,2023-06-28T01:24:26.430000Z,3
PhaseNet,scedc,BAD,S,0.3,2023-06-28T01:24:29.830000Z,0
PhaseNet,scedc,BALD,P,0.3,2023-06-02T02:18:29.010000Z,2
PhaseNet,scedc,BALD,P,0.3,2023-06-15T00:41:12.410000Z,0
PhaseNet,scedc,BOO,S,0.3,2023-06-03T00:31:39.990000Z,0
PhaseNet,scedc,BOO,P,0.3,2023-06-03T16:54:15.310000Z,2
PhaseNet,scedc,BOO,S,0.3,2023-06-04T00:25:20.210000Z,2
PhaseNet,scedc,BOO,S,0.3,2023-06-05T08:28:40.500000Z,0
PhaseNet,scedc,BOO,S,0.3,2023-06-05T21:00:12.270000Z,3
PhaseNet,scedc,BOO,P,0.3,2023-06-06T00:55:22.990000Z,2
PhaseNet,scedc,BOO,S,0.3,2023-06-06T00:55:24.770000Z,2
PhaseNet,scedc,BOO,P,0.3,2023-06-11T23:30:42.490000Z,1
PhaseNet,scedc,BOO,S,0.3,2023-06-23T05:22:08.840000Z,2
PhaseNet,scedc,BOO,S,0.3,2023-06-24T12:58:14.880000Z,2
PhaseNet,scedc,BOO,P,0.3,2023-06-26T03:04:17.660000Z,2
PhaseNet,scedc,BOO,P,0.3,2023-06-28T01:24:24.200000Z,2
PhaseNet,scedc,BOO,S,0.3,2023-06-28T01:24:26.110000Z,1
PhaseNet,scedc,CADS,P,0.3,2023-06-01T07:39:16.760000Z,0
PhaseNet,scedc,CADS,P,0.3,2023-06-02T08:50:44.010000Z,2
PhaseNet,scedc,CADS,P,0.3,2023-06-02T09:06:53.900000Z,0
PhaseNet,scedc,CADS,S,0.3,2023-06-03T08:29:29.590000Z,2
PhaseNet,scedc,CADS,S,0.3,2023-06-09T00:43:32.360000Z,2
PhaseNet,scedc,CADS,P,0.3,2023-06-09T10:10:14.020000Z,0
PhaseNet,scedc,CADS,P,0.3,2023-06-09T11:29:01.950000Z,2
PhaseNet,scedc,CADS,S,0.3,2023-06-09T11:30:25.000000Z,2
PhaseNet,scedc,CADS,P,0.3,2023-06-11T21:30:34.660000Z,3
PhaseNet,scedc,CADS,S,0.3,2023-06-11T21:30:43.390000Z,2
PhaseNet,scedc,CADS,P,0.3,2023-06-14T10:28:09.800000Z,0
PhaseNet,scedc,CADS,S,0.3,2023-06-20T03:40:36.760000Z,2
PhaseNet,scedc,CADS,S,0.3,2023-06-26T15:55:32.280000Z,3
PhaseNet,scedc,CADS,P,0.3,2023-06-27T00:56:31.280000Z,0
PhaseNet,scedc,CADS,P,0.3,2023-06-27T22:35:13.640000Z,3
PhaseNet,scedc,CADS,S,0.3,2023-06-28T21:01:04.500000Z,0
PhaseNet,scedc,CADS,P,0.3,2023-06-29T10:29:49.830000Z,0
PhaseNet,scedc,CADS,P,0.3,2023-06-30T01:24:18.000000Z,2
PhaseNet,scedc,CADS,P,0.3,2023-06-30T11:59:32.300000Z,0
PhaseNet,scedc,CAE,P,0.3,2023-06-01T09:27:58.710000Z,0
PhaseNet,scedc,CAE,S,0.3,2023-06-01T09:27:59.360000Z,2
PhaseNet,scedc,CAE,P,0.3,2023-06-01T09:53:32.530000Z,2
PhaseNet,scedc,CAE,S,0.3,2023-06-01T09:53:36.360000Z,3
PhaseNet,scedc,CAE,P,0.3,2023-06-05T18:20:47.890000Z,2
PhaseNet,scedc,CAE,S,0.3,2023-06-05T18:20:51.150000Z,3
PhaseNet,scedc,CAE,S,0.3,2023-06-05T21:01:11.700000Z,3
PhaseNet,scedc,CIMO,S,0.3,2023-06-01T09:53:35.530000Z,2
PhaseNet,scedc,CIMO,S,0.3,2023-06-03T21:45:34.180000Z,2
PhaseNet,scedc,CIMO,P,0.3,2023-06-04T03:09:46.690000Z,1
PhaseNet,scedc,CIMO,S,0.3,2023-06-05T21:01:01.500000Z,2
PhaseNet,scedc,CIMO,S,0.3,2023-06-12T19:19:03.840000Z,2
PhaseNet,scedc,CIMO,S,0.3,2023-06-14T05:11:32.160000Z,2
PhaseNet,scedc,CIMO,P,0.3,2023-06-22T13:30:17.970000Z,1
PhaseNet,scedc,CIMO,P,0.3,2023-06-22T14:59:49.250000Z,0
PhaseNet,scedc,CIMO,S,0.3,2023-06-24T12:58:49.900000Z,2
PhaseNet,scedc,CIMO,P,0.3,2023-06-28T23:03:01.470000Z,1
PhaseNet,scedc,CIMO,S,0.3,2023-06-28T23:03:57.100000Z,2
PhaseNet,scedc,CIMO,S,0.3,2023-06-30T08:13:46.990000Z,3
PhaseNet,scedc,CLUD,S,0.3,2023-06-05T08:29:38.200000Z,0
PhaseNet,scedc,CLUD,S,0.3,2023-06-05T21:00:11.410000Z,3
PhaseNet,scedc,CLUD,S,0.3,2023-06-12T19:20:33.600000Z,2
PhaseNet,scedc,CLUD,S,0.3,2023-06-23T05:22:07.700000Z,3
PhaseNet,scedc,CLUD,S,0.3,2023-06-24T12:58:13.660000Z,3
PhaseNet,scedc,CTI,P,0.3,2023-06-01T14:59:52.970000Z,2
PhaseNet,scedc,CTI,S,0.3,2023-06-04T17:58:31.700000Z,0
PhaseNet,scedc,CTI,P,0.3,2023-06-05T21:00:12.790000Z,3
PhaseNet,scedc,CTI,S,0.3,2023-06-05T21:00:22.600000Z,3
PhaseNet,scedc,CTI,P,0.3,2023-06-10T03:34:14.510000Z,2
PhaseNet,scedc,CTI,S,0.3,2023-06-23T05:22:05.390000Z,3
PhaseNet,scedc,CTI,P,0.3,2023-06-23T06:58:16.340000Z,3
PhaseNet,scedc,CTI,S,0.3,2023-06-23T06:58:18.670000Z,2
PhaseNet,scedc,DOSS,S,0.3,2023-06-04T17:57:20.400000Z,3
PhaseNet,scedc,DOSS,P,0.3,2023-06-09T10:13:15.030000Z,2
PhaseNet,scedc,DOSS,S,0.3,2023-06-13T17:17:23.620000Z,3
PhaseNet,scedc,DOSS,P,0.3,2023-06-23T06:58:18.880000Z,3
PhaseNet,scedc,DOSS,S,0.3,2023-06-23T06:58:24.360000Z,2
PhaseNet,scedc,DRE,P,0.3,2023-06-02T09:06:54.510000Z,1
PhaseNet,scedc,DRE,S,0.3,2023-06-03T08:29:32.100000Z,0
PhaseNet,scedc,DRE,S,0.3,2023-06-04T00:04:25.700000Z,0
PhaseNet,scedc,DRE,P,0.3,2023-06-04T00:25:10.150000Z,0
PhaseNet,scedc,DRE,P,0.3,2023-06-06T07:42:10.690000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-09T11:30:17.200000Z,2
PhaseNet,scedc,DRE,P,0.3,2023-06-12T08:28:24.400000Z,1
PhaseNet,scedc,DRE,S,0.3,2023-06-19T23:49:14.980000Z,2
PhaseNet,scedc,DRE,P,0.3,2023-06-20T03:40:34.890000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-21T14:18:27.550000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-22T07:15:27.470000Z,2
PhaseNet,scedc,DRE,P,0.3,2023-06-23T05:22:05.740000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-23T10:33:34.180000Z,3
PhaseNet,scedc,DRE,P,0.3,2023-06-26T15:55:32.770000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-26T15:55:35.450000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-28T21:01:20.200000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-29T19:53:01.120000Z,2
PhaseNet,scedc,DRE,S,0.3,2023-06-30T07:56:45.940000Z,3
PhaseNet,scedc,DST2,S,0.3,2023-06-04T00:25:16.320000Z,3
PhaseNet,scedc,DST2,P,0.3,2023-06-14T09:18:19.260000Z,2
PhaseNet,scedc,DST2,S,0.3,2023-06-14T09:18:20.880000Z,2
PhaseNet,scedc,DST2,P,0.3,2023-06-22T09:03:57.820000Z,0
PhaseNet,scedc,FUSE,S,0.3,2023-06-05T08:29:09.500000Z,2
PhaseNet,scedc,FUSE,S,0.3,2023-06-22T18:52:26.030000Z,2
PhaseNet,scedc,FUSE,S,0.3,2023-06-23T05:22:08.000000Z,2
PhaseNet,scedc,FUSE,S,0.3,2023-06-28T01:24:25.260000Z,2
PhaseNet,scedc,FVI,P,0.3,2023-06-05T21:00:07.780000Z,3
PhaseNet,scedc,FVI,S,0.3,2023-06-05T21:00:14.390000Z,3
PhaseNet,scedc,GAGG,S,0.3,2023-06-09T17:32:25.500000Z,0
PhaseNet,scedc,GAGG,S,0.3,2023-06-13T17:17:28.450000Z,3
PhaseNet,scedc,GEPF,P,0.3,2023-06-05T08:28:03.700000Z,2
PhaseNet,scedc,GEPF,S,0.3,2023-06-05T08:28:47.100000Z,2
PhaseNet,scedc,GEPF,P,0.3,2023-06-05T21:00:06.920000Z,3
PhaseNet,scedc,GEPF,S,0.3,2023-06-11T21:30:30.160000Z,2
PhaseNet,scedc,GEPF,S,0.3,2023-06-23T05:22:08.050000Z,3
PhaseNet,scedc,GEPF,S,0.3,2023-06-28T01:24:27.610000Z,0
PhaseNet,scedc,GORS,P,0.3,2023-06-03T21:13:52.450000Z,1
PhaseNet,scedc,GORS,S,0.3,2023-06-04T00:25:23.790000Z,3
PhaseNet,scedc,GORS,S,0.3,2023-06-09T00:43:33.580000Z,2
PhaseNet,scedc,GORS,P,0.3,2023-06-11T21:30:38.220000Z,2
PhaseNet,scedc,GORS,P,0.3,2023-06-14T00:33:52.990000Z,2
PhaseNet,scedc,GORS,P,0.3,2023-06-20T03:40:35.510000Z,2
PhaseNet,scedc,GORS,P,0.3,2023-06-21T14:18:27.620000Z,2
PhaseNet,scedc,GORS,S,0.3,2023-06-21T14:18:31.700000Z,2
PhaseNet,scedc,GORS,P,0.3,2023-06-22T07:15:18.870000Z,2
PhaseNet,scedc,GORS,S,0.3,2023-06-22T07:15:23.570000Z,3
PhaseNet,scedc,GORS,S,0.3,2023-06-26T15:55:34.190000Z,2
PhaseNet,scedc,GORS,S,0.3,2023-06-27T22:35:15.100000Z,2
PhaseNet,scedc,GORS,S,0.3,2023-06-28T08:34:02.500000Z,2
PhaseNet,scedc,GORS,S,0.3,2023-06-28T21:01:28.200000Z,2
PhaseNet,scedc,GORS,S,0.3,2023-06-29T11:00:21.100000Z,3
PhaseNet,scedc,GORS,S,0.3,2023-06-29T19:53:47.600000Z,2
PhaseNet,scedc,KOSI,P,0.3,2023-06-04T17:57:14.410000Z,2
PhaseNet,scedc,KOSI,S,0.3,2023-06-12T19:19:11.310000Z,0
PhaseNet,scedc,KOSI,P,0.3,2023-06-13T17:17:22.040000Z,0
PhaseNet,scedc,LUSI,P,0.3,2023-06-03T05:18:38.120000Z,1
PhaseNet,scedc,LUSI,S,0.3,2023-06-03T05:18:43.710000Z,2
PhaseNet,scedc,LUSI,P,0.3,2023-06-04T17:57:16.080000Z,2
PhaseNet,scedc,LUSI,P,0.3,2023-06-09T10:13:15.370000Z,2
PhaseNet,scedc,LUSI,S,0.3,2023-06-09T10:13:21.800000Z,2
PhaseNet,scedc,LUSI,S,0.3,2023-06-13T17:17:24.860000Z,3
PhaseNet,scedc,LUSI,P,0.3,2023-06-27T01:38:19.970000Z,3
PhaseNet,scedc,LUSI,S,0.3,2023-06-27T01:38:36.160000Z,2
PhaseNet,scedc,LUSI,P,0.3,2023-06-30T06:27:14.070000Z,3
PhaseNet,scedc,LUSI,S,0.3,2023-06-30T06:27:23.080000Z,2
PhaseNet,scedc,MABI,P,0.3,2023-06-08T15:34:44.270000Z,0
PhaseNet,scedc,MABI,P,0.3,2023-06-27T10:17:25.130000Z,0
PhaseNet,scedc,MAGA,P,0.3,2023-06-02T02:18:28.880000Z,3
PhaseNet,scedc,MAGA,S,0.3,2023-06-02T02:18:32.910000Z,2
PhaseNet,scedc,MAGA,P,0.3,2023-06-03T12:33:26.140000Z,2
PhaseNet,scedc,MAGA,P,0.3,2023-06-05T10:03:33.870000Z,1
PhaseNet,scedc,MAGA,P,0.3,2023-06-08T16:02:04.490000Z,2
PhaseNet,scedc,MAGA,P,0.3,2023-06-09T10:13:12.120000Z,2
PhaseNet,scedc,MAGA,S,0.3,2023-06-13T17:17:19.800000Z,2
PhaseNet,scedc,MAGA,S,0.3,2023-06-27T01:38:33.750000Z,3
PhaseNet,scedc,MARN,S,0.3,2023-06-09T10:13:17.090000Z,3
PhaseNet,scedc,MARN,S,0.3,2023-06-13T17:17:16.830000Z,3
