index;event-id;origin_time(UTC);t_err;lat;lon;h_err;depth;v_err;gap;ml;md;place;event_type
00156;2024_00156;2024-02-01T00:39:54.850; 0.33;46.6817;10.6537;  0.9;  2.1;  0.9;112; 0.9; 1.4;MAZIA (ALTO ADIGE);[earthquake]
00157;2024_00157;2024-02-01T09:26:30.210; 0.12;46.1533;12.4408;  0.6;  8.1;  0.6; 87; 1.0; 1.6;PUOS D'ALPAGO (VENETO);[earthquake]
00158;2024_00158;2024-02-01T09:40:37.890; 0.10;45.7453;14.0648;  0.7; 10.2;  0.7;146; 1.0; 0.5;SENOZECE (SLOVENIA);[earthquake]
00159;2024_00159;2024-02-01T11:48:27.500; 0.26;46.6860;13.8135;  1.0;  0.4;  1.0;201; 1.1; 1.4;AFRITZ (AUSTRIA);[earthquake]
00160;2024_00160;2024-02-01T12:59:28.450; 0.58;46.0475;13.6605;  3.4;  7.0;  3.4;102; 1.1; 1.3;PLAVE (SLOVENIA);[earthquake]
00161;2024_00161;2024-02-01T15:35:44.950; 0.07;46.2500;13.9140;  0.4;  8.4;  0.4;140; 0.6; 0.5;STARA FUZINA (SLOVENIA);[earthquake]
00162;2024_00162;2024-02-01T20:55:10.970; 0.23;46.1068;14.3127;  0.5;  2.3;  0.5; 72; 1.8; 1.8;SKOFIA-LOKA (SLOVENIA);[earthquake]
00163;2024_00163;2024-02-01T21:00:33.900; 0.25;46.1028;14.3432;  1.5; 12.4;  1.5;137; 0.6; 0.7;MEDVODE (SLOVENIA);[earthquake]
00164;2024_00164;2024-02-01T21:14:36.560; 0.23;46.1020;14.3257;  1.3; 13.0;  1.3;131; 0.7; 0.7;SKOFIA-LOKA (SLOVENIA);[earthquake]
00165;2024_00165;2024-02-02T10:18:48.790; 0.14;45.5577;13.8880;  0.5;  8.4;  0.5;160; 1.5; 1.8;S.SERGIO (SLOVENIA);[earthquake]
00166;2024_00166;2024-02-02T11:59:30.360; 0.70;46.0510;13.6440;  2.2;  7.0;  2.2;107; 1.2; 1.6;PLAVE (SLOVENIA);[earthquake]
00167;2024_00167;2024-02-03T21:49:00.430; 0.09;45.7422;14.1257;  0.4; 14.9;  0.4;128; 1.0; 0.9;PIVKA (SLOVENIA);[earthquake]
00168;2024_00168;2024-02-04T00:29:31.410; 0.24;45.0052;11.3747;  1.0; 17.2;  1.0;178; 1.9; 2.4;CENESELLI (VENETO);[earthquake]
00169;2024_00169;2024-02-04T03:47:48.120; 0.21;46.1107;12.1827;  0.5;  7.8;  0.5; 72; 1.7; 2.2;SEDICO (VENETO);[earthquake]
00170;2024_00170;2024-02-04T23:13:24.880; 0.24;46.2755;12.6733;  0.6; 11.3;  0.6; 82; 0.6; 1.0;CLAUTANA (FRIULI);[earthquake]
00171;2024_00171;2024-02-04T23:29:26.140; 0.21;45.7203;11.6260;  0.6;  9.6;  0.6;180; 0.6; 1.8;MAROSTICA (VENETO);[earthquake]
00172;2024_00172;2024-02-05T10:44:34.320; 0.23;45.9743;13.6670;  1.6;  1.0;  1.6;192; 1.3; 1.9;GORIZIA (VENEZIA-GIULIA);[earthquake]
00173;2024_00173;2024-02-06T10:25:12.730; 0.17;46.2738;13.2435;  0.4;  9.5;  0.4; 55; 1.0;----;LUSEVERA (FRIULI);[earthquake]
00174;2024_00174;2024-02-06T23:28:48.200; 0.15;46.3368;10.8357;  0.5;  9.9;  0.5; 98; 0.9;----;MALE' (TRENTINO);[earthquake]
00175;2024_00175;2024-02-07T13:55:34.730; 0.59;44.6108;10.1947; 53.1; 19.5; 53.1;212; 3.3;----;CALESTANO (EMILIA);[earthquake]
00176;2024_00176;2024-02-08T03:16:42.950; 0.31;46.0927;14.3458;  1.3; 17.5;  1.3;138; 0.9; 1.4;MEDVODE (SLOVENIA);[earthquake]
00177;2024_00177;2024-02-08T14:44:06.580; 0.12;45.5452;13.3427;  0.4; 19.2;  0.4;154; 2.3; 2.3;GOLFO DI TRIESTE;[earthquake]
00178;2024_00178;2024-02-08T16:32:49.450; 0.22;46.2898;13.1063;  0.8;  5.0;  0.8; 91; 0.5;----;GEMONA (FRIULI);[earthquake]
00179;2024_00179;2024-02-08T21:30:47.980; 0.37;44.6202;10.2268; 43.5; 21.3; 43.5;208; 3.4;----;LANGHIRANO (EMILIA);[earthquake]
00180;2024_00180;2024-02-08T23:20:03.130; 0.22;45.8463;11.3050;  0.7; 13.8;  0.7;109; 1.4;----;LASTEBASSE (VENETO);[earthquake]
00181;2024_00181;2024-02-08T23:31:58.260; 0.45;44.6148;10.1370;  2.4; 19.7;  2.4;171; 3.5;----;CALESTANO (EMILIA);[earthquake]
00182;2024_00182;2024-02-09T04:01:06.360; 0.14;46.3432;13.2075;  0.6; 11.4;  0.6; 96; 0.2; 0.7;CHIUSAFORTE (FRIULI);[earthquake]
00183;2024_00183;2024-02-11T07:42:59.530; 0.18;46.3860;13.1200;  0.4; 13.7;  0.4; 49; 1.6;----;MOGGIO UDINESE (FRIULI);[earthquake]
00184;2024_00184;2024-02-11T10:13:50.750; 0.08;46.5190;13.0178;  0.3;  5.1;  0.3;115; 0.3; 0.7;PALUZZA (FRIULI);[earthquake]
00185;2024_00185;2024-02-11T21:31:35.010; 0.21;46.2518;12.4063;  1.0; 10.0;  1.0; 94; 0.6; 0.9;CIMOLAIS (FRIULI);[earthquake]
00186;2024_00186;2024-02-12T02:22:45.100; 0.16;45.6303;13.9120;  0.8;  9.7;  0.8;105; 0.9; 0.6;S.DORLIGO D.VALLE;[earthquake]
00187;2024_00187;2024-02-12T05:56:40.990; 0.14;46.3857;13.1255;  0.4; 11.6;  0.4;111; 0.5; 1.1;MOGGIO UDINESE (FRIULI);[earthquake]
00188;2024_00188;2024-02-12T09:37:06.950; 0.17;45.7470;14.0313;  1.2; 15.1;  1.2;185; 1.1; 1.6;SENOZECE (SLOVENIA);[earthquake]
00189;2024_00189;2024-02-12T10:47:24.490; 0.13;46.3037;13.5893;  0.4;  6.4;  0.4;133; 0.5;----;KOBARID (SLOVENIA);[earthquake]
00190;2024_00190;2024-02-12T11:56:21.170; 0.24;45.8970;14.2552;  1.2;  7.9;  1.2;136; 1.0; 1.2;LOGATEC (SLOVENIA);[earthquake]
00191;2024_00191;2024-02-13T04:26:53.950; 0.13;46.2460;12.6272;  0.4;  6.5;  0.4;109; 0.9;----;ANDREIS (FRIULI);[earthquake]
00192;2024_00192;2024-02-13T05:52:01.570; 0.14;45.9975;11.3277;  0.8; 11.7;  0.8;146; 0.8; 1.4;CALDONAZZO (TRENTINO);[earthquake]
00193;2024_00193;2024-02-13T08:57:17.150; 0.23;45.5482;13.8597;  1.1;  5.0;  1.1;244; 1.4; 2.1;S.SERGIO (SLOVENIA);[earthquake]
00194;2024_00194;2024-02-13T19:41:52.220; 0.30;46.3287;13.0625;  2.6; 14.4;  2.6;135; 0.3; 0.5;TRASAGHIS (FRIULI);[earthquake]
00195;2024_00195;2024-02-14T02:58:04.460; 0.02;46.3287;13.5965;  0.2;  9.3;  0.2;147; 0.4; 0.8;KOBARID (SLOVENIA);[earthquake]
00196;2024_00196;2024-02-14T09:30:43.110; 0.19;45.7405;14.0660;  1.3;  8.3;  1.3; 91; 0.9; 1.4;SENOZECE (SLOVENIA);[earthquake]
00197;2024_00197;2024-02-14T10:35:59.550; 0.13;45.7395;14.0955;  0.8;  1.8;  0.8; 71; 1.4; 1.6;PIVKA (SLOVENIA);[earthquake]
00198;2024_00198;2024-02-14T11:59:24.970; 0.18;46.0510;13.6492;  1.0;  2.1;  1.0;104; 1.0; 1.7;PLAVE (SLOVENIA);[earthquake]
00199;2024_00199;2024-02-14T21:06:15.410; 0.16;45.9918;14.4745;  0.8;  8.1;  0.8;132; 1.0; 1.3;ZELIMLJE (SLOVENIA);[earthquake]
00200;2024_00200;2024-02-15T01:03:59.940; 0.20;46.3783;12.9125;  0.4;  9.2;  0.4; 63; 0.6; 1.1;VILLA SANTINA (FRIULI);[earthquake]
00201;2024_00201;2024-02-15T09:22:46.670; 0.79;44.6517;10.1682;  5.2; 16.0;  5.2;211; 2.9; 2.8;CALESTANO (EMILIA);[earthquake]
00202;2024_00202;2024-02-15T21:36:50.220; 0.09;45.5042;14.2952;  0.7; 10.1;  0.7;214; 1.0; 1.7;ILIRSKA BISTRICA (SLOVENIA);[earthquake]
00203;2024_00203;2024-02-16T07:25:47.230; 0.04;46.4980;13.5178;  0.3;  4.3;  0.3;152;-0.2; 0.4;CAVE DEL PREDIL (FRIULI);[earthquake]
00204;2024_00204;2024-02-16T12:59:29.480; 0.29;46.0470;13.6583;  1.5;  1.1;  1.5; 98; 1.3; 1.6;PLAVE (SLOVENIA);[earthquake]
00205;2024_00205;2024-02-16T19:24:58.480; 0.62;46.6315;13.7988;  1.9; 10.9;  1.9;162; 0.6; 1.4;BLEIBERG (AUSTRIA);[earthquake]
00206;2024_00206;2024-02-17T03:22:19.470; 0.15;46.4952;13.5212;  0.5;  3.7;  0.5;118; 0.4; 0.9;CAVE DEL PREDIL (FRIULI);[earthquake]
00207;2024_00207;2024-02-17T09:28:40.540; 0.15;45.8023;14.3470;  0.7; 11.9;  0.7;112; 1.2; 1.0;CERKNICA (SLOVENIA);[earthquake]
00208;2024_00208;2024-02-17T13:16:57.540; 0.58;45.0438;11.3813;  1.8; 15.3;  1.8;129; 1.9; 2.3;CENESELLI (VENETO);[earthquake]
00209;2024_00209;2024-02-17T17:56:06.270; 0.23;45.9958;11.8062;  0.7;  6.4;  0.7;119; 1.0; 1.6;ARSIE (VENETO);[earthquake]
00210;2024_00210;2024-02-17T23:18:11.340; 0.20;46.3472;13.2723;  0.4; 15.8;  0.4; 63; 0.6; 1.1;CHIUSAFORTE (FRIULI);[earthquake]
00211;2024_00211;2024-02-18T04:06:49.330; 0.33;45.5415;14.4862;  1.8; 15.0;  1.8;166; 1.1; 1.1;K.POLICA (SLOVENIA);[earthquake]
00212;2024_00212;2024-02-18T08:33:00.100; 0.04;46.2505;12.5747;  0.3;  6.0;  0.3;140; 0.2; 1.0;CLAUT (FRIULI);[earthquake]
00213;2024_00213;2024-02-18T10:00:28.100; 0.22;45.7080;13.8162;  1.1;  7.0;  1.1; 79; 1.5; 1.2;POGGIOREALE D.CARSO;[earthquake]
00214;2024_00214;2024-02-18T13:40:17.110; 0.07;46.4088;12.9155;  0.4; 11.8;  0.4;151; 0.1; 0.7;VILLA SANTINA (FRIULI);[earthquake]
00215;2024_00215;2024-02-19T00:27:27.860; 0.29;46.3397;13.0497;  0.4;  6.8;  0.4; 44; 1.2; 2.1;TOLMEZZO (FRIULI);[earthquake]
00216;2024_00216;2024-02-19T08:59:00.460; 0.37;45.5488;13.8777;  1.0;  8.4;  1.0;165; 1.5; 1.9;S.SERGIO (SLOVENIA);[earthquake]
00217;2024_00217;2024-02-19T09:12:30.940; 0.01;45.7388;10.3525;  0.8; 10.3;  0.8;337; 1.5; 0.7;VESTONE (LOMBARDIA);[earthquake]
00218;2024_00218;2024-02-19T13:57:16.810; 0.03;46.0773;14.2390;-----; 13.1;-----;180; 0.9; 1.2;HORJUL (SLOVENIA);[earthquake]
00219;2024_00219;2024-02-19T16:05:11.670; 0.04;45.9120;14.2400;  0.3;  8.6;  0.3;145; 0.9; 1.1;LOGATEC (SLOVENIA);[earthquake]
00220;2024_00220;2024-02-19T17:42:41.770; 0.02;46.4465;13.4692;  0.3;  5.2;  0.3;149; 0.0; 0.8;CAVE DEL PREDIL (FRIULI);[earthquake]
00221;2024_00221;2024-02-19T18:07:38.490; 0.36;44.5973;10.2840;  1.7; 33.4;  1.7;156; 3.2; 3.0;LANGHIRANO (EMILIA);[earthquake]
00222;2024_00222;2024-02-19T18:25:36.180; 0.74;44.6585;10.0963;  2.5; 14.6;  2.5;186; 3.7; 3.2;CALESTANO (EMILIA);[earthquake]
00223;2024_00223;2024-02-19T19:03:51.180; 0.01;46.3802;13.1012;  0.2;  5.1;  0.2;210; 0.3; 0.6;MOGGIO UDINESE (FRIULI);[earthquake]
00224;2024_00224;2024-02-19T19:28:49.720; 0.71;44.6858;10.2088;  2.3;  8.1;  2.3;175; 3.0; 3.1;SALA BAGANZA (EMILIA);[earthquake]
00225;2024_00225;2024-02-20T01:18:33.200; 0.50;44.6288;10.2762;  3.2; 24.6;  3.2;170; 2.6; 2.9;LANGHIRANO (EMILIA);[earthquake]
00226;2024_00226;2024-02-20T01:34:27.900; 0.04;46.3263;13.2992;  0.6;  5.3;  0.6;183; 0.2; 0.4;LUSEVERA (FRIULI);[earthquake]
00227;2024_00227;2024-02-20T05:33:23.610; 0.39;44.6165;10.1628; 32.1; 33.2; 32.1;321; 2.7; 2.7;CALESTANO (EMILIA);[earthquake]
00228;2024_00228;2024-02-20T05:38:54.630; 0.33;44.6307;10.0728;  4.2; 28.4;  4.2;224; 2.6; 2.0;SOLIGNANO (EMILIA);[earthquake]
00229;2024_00229;2024-02-20T06:49:13.560; 0.46;44.6457;10.2423;  2.1; 22.9;  2.1;173; 2.9; 2.7;LANGHIRANO (EMILIA);[earthquake]
00230;2024_00230;2024-02-20T08:31:44.670; 0.01;46.4077;13.0015;  0.1;  0.6;  0.1;158; 0.5; 1.3;TOLMEZZO (FRIULI);[earthquake]
00231;2024_00231;2024-02-20T11:03:09.630; 0.41;44.7190;10.0708;  2.0; 20.1;  2.0;225; 3.5; 2.4;VARANO DE'MELEGARI (EMILIA);[earthquake]
00232;2024_00232;2024-02-20T11:12:35.660; 0.18;44.6287;10.1693;  2.3; 28.8;  2.3;212; 2.6; 2.8;CALESTANO (EMILIA);[earthquake]
00233;2024_00233;2024-02-20T11:34:42.920;-----;45.6625;13.9537;-----;  9.6;-----;193; 1.1; 0.9;VREMSKI-BRITOF (SLOVENIA);[earthquake]
00234;2024_00234;2024-02-20T11:43:22.370; 0.19;44.6148;10.0902; 18.6; 31.8; 18.6;223; 2.5; 2.5;CALESTANO (EMILIA);[earthquake]
00235;2024_00235;2024-02-20T13:46:38.890; 0.36;44.6220;10.0885; 11.3; 20.7; 11.3;223; 3.8; 3.4;CALESTANO (EMILIA);[earthquake]
00236;2024_00236;2024-02-20T20:00:11.730; 0.54;44.6858;10.0588;  3.0;  9.1;  3.0;203; 3.2; 3.2;VARANO DE'MELEGARI (EMILIA);[earthquake]
00237;2024_00237;2024-02-20T22:51:23.080; 0.06;46.0148;13.6062;  0.6; 11.2;  0.6;224; 0.3; 0.5;PLAVE (SLOVENIA);[earthquake]
00238;2024_00238;2024-02-20T23:47:11.800; 0.04;46.0148;13.6043;  0.4; 11.7;  0.4;200; 0.4; 0.9;PLAVE (SLOVENIA);[earthquake]
00239;2024_00239;2024-02-21T02:09:50.970; 0.27;44.6222;10.0613; 14.8; 31.5; 14.8;223; 2.8; 2.6;SOLIGNANO (EMILIA);[earthquake]
00240;2024_00240;2024-02-21T02:43:15.750; 0.24;44.6013;10.3015;  4.1; 24.7;  4.1;299; 2.4; 2.1;LANGHIRANO (EMILIA);[earthquake]
00241;2024_00241;2024-02-21T20:50:19.240; 0.08;45.7093;10.5853;  2.3; 10.6;  2.3;275; 0.9; 1.0;GARGNANO (LOMBARDIA);[earthquake]
00242;2024_00242;2024-02-22T03:39:36.320; 0.08;46.4597;14.4692;  0.6;  9.9;  0.6;174; 1.3; 1.9;BAD VELLACH (AUSTRIA);[earthquake]
00243;2024_00243;2024-02-22T11:29:16.050; 0.30;45.9368;14.3245;  1.4;  8.2;  1.4; 96; 1.5; 1.1;VRHNIKA (SLOVENIA);[earthquake]
00244;2024_00244;2024-02-22T11:44:15.350; 0.21;45.3918;14.3213;  2.0; 17.1;  2.0;289; 1.8; 1.9;MATULJI (CROAZIA);[earthquake]
00245;2024_00245;2024-02-22T23:14:18.580; 0.13;46.3105;13.0292;  0.5;  7.7;  0.5;112; 0.5; 0.6;TRASAGHIS (FRIULI);[earthquake]
00246;2024_00246;2024-02-23T10:11:41.320; 0.15;46.4583;14.3560;  0.5; 10.8;  0.5;136; 3.0; 2.7;KOSCHUTNIK (AUSTRIA);[earthquake]
00247;2024_00247;2024-02-23T10:21:09.270; 0.25;46.4583;14.3625;  0.9; 10.5;  0.9;113; 2.6; 2.5;KOSCHUTNIK (AUSTRIA);[earthquake]
00248;2024_00248;2024-02-24T03:48:41.510; 0.03;46.2578;13.1353;  0.2;  8.5;  0.2;138; 0.3; 0.5;GEMONA (FRIULI);[earthquake]
00249;2024_00249;2024-02-24T04:13:49.340; 0.18;46.3283;12.7117;  0.7;  1.0;  0.7;138; 0.7; 1.2;TRAMONTI DI SOTTO (FRIULI);[earthquake]
00250;2024_00250;2024-02-24T21:22:20.900; 0.24;46.5117;13.1407;  0.8;  3.9;  0.8; 76; 0.8; 1.1;PAULARO (FRIULI);[earthquake]
00251;2024_00251;2024-02-25T19:58:11.190; 0.12;46.2767;13.7103;  0.4;  2.9;  0.4;110; 0.7; 1.3;KUK (SLOVENIA);[earthquake]
00252;2024_00252;2024-02-26T02:27:29.800; 0.17;46.6678;10.3702;  1.0; 10.0;  1.0;219; 0.5; 0.8;MONPICCO (ALTO ADIGE);[earthquake]
00253;2024_00253;2024-02-26T03:05:59.140; 0.32;46.7023;10.3740;  1.0;  9.1;  1.0;114; 0.7; 1.1;MONPICCO (ALTO ADIGE);[earthquake]
00254;2024_00254;2024-02-26T04:37:38.480; 0.09;46.4808;13.2163;  0.3;  4.2;  0.3;134; 0.5; 0.9;DOGNA (FRIULI);[earthquake]
00255;2024_00255;2024-02-26T05:13:10.620; 0.28;46.6783;10.3603;  1.3; 10.5;  1.3;188; 0.6; 0.9;MONPICCO (ALTO ADIGE);[earthquake]
00256;2024_00256;2024-02-26T16:07:37.310; 0.32;45.9013;14.2518;  1.8;  6.6;  1.8;139; 0.9; 0.9;LOGATEC (SLOVENIA);[earthquake]
00257;2024_00257;2024-02-26T20:16:37.760; 0.19;46.4627;14.1972;  0.7; 11.1;  0.7;201; 1.3; 1.6;STOL (AUSTRIA);[earthquake]
00258;2024_00258;2024-02-26T21:07:55.080; 0.14;46.3738;12.8385;  0.3; 11.4;  0.3; 72; 1.0; 1.4;VILLA SANTINA (FRIULI);[earthquake]
00259;2024_00259;2024-02-27T00:08:40.780; 0.24;46.4368;10.5528;  1.1;  6.8;  1.1;169; 0.7; 1.0;IL GRAN ZEBRU' (LOMBARDIA);[earthquake]
00260;2024_00260;2024-02-28T01:21:52.470; 0.49;44.7628;10.3578;  3.0; 37.8;  3.0;212; 2.7; 2.8;PARMA EST (EMILIA);[earthquake]
00261;2024_00261;2024-02-28T07:33:25.330; 0.26;46.8145;10.3027;  0.9;  8.9;  0.9;151; 0.9; 1.1;P.PISOC (SVIZZERA);[earthquake]
00262;2024_00262;2024-02-28T14:00:11.840; 0.12;46.6975;13.8027;  1.2;  2.1;  1.2;200; 0.8; 1.3;AFRITZ (AUSTRIA);[earthquake]
00263;2024_00263;2024-02-28T14:08:03.480; 0.08;46.6688;13.7877;  0.9;  1.7;  0.9;269; 0.9; 1.5;AFRITZ (AUSTRIA);[earthquake]
00264;2024_00264;2024-02-28T17:05:07.940; 0.11;46.4960;13.2132;  0.6;  7.9;  0.6;151; 0.5; 0.7;DOGNA (FRIULI);[earthquake]
00265;2024_00265;2024-02-29T02:33:39.670; 0.18;45.5708;10.6115;  3.8; 10.7;  3.8;326; 1.0; 1.1;S.VIGILIO (VENETO);[earthquake]
00266;2024_00266;2024-02-29T15:20:57.690; 0.07;46.3417;13.2298;  1.1; 10.4;  1.1;238; 0.5; 0.6;CHIUSAFORTE (FRIULI);[earthquake]
00267;2024_00267;2024-02-29T17:02:09.170; 0.12;46.3650;12.7475;  0.6;  7.8;  0.6;142; 0.6; 0.7;AMPEZZO (FRIULI);[earthquake]
00268;2024_00268;2024-02-29T21:33:49.190; 0.19;46.4973;13.2687;  0.7; 13.4;  0.7;132; 0.6; 1.2;DOGNA (FRIULI);[earthquake]
00269;2024_00269;2024-03-01T02:13:41.030; 0.11;46.3383;13.0450;  0.6;  5.2;  0.6;138; 0.3; 0.6;TOLMEZZO (FRIULI);[earthquake]
00270;2024_00270;2024-03-01T08:15:06.000; 0.13;46.0090;14.2715;  0.4;  8.5;  0.4;108; 1.4; 1.5;HORJUL (SLOVENIA);[earthquake]
00271;2024_00271;2024-03-01T12:55:16.330; 0.11;46.4510;13.3863;  0.7;  1.4;  0.7;196; 0.3; 0.5;JOF DI MONTASIO (FRIULI);[earthquake]
00272;2024_00272;2024-03-01T13:17:17.640; 0.15;45.4170;13.5675;  1.2; 10.8;  1.2;252; 1.7; 1.6;UMAG (CROAZIA);[earthquake]
00273;2024_00273;2024-03-01T16:44:39.020; 0.02;46.4928;13.5010;  0.8;  4.7;  0.8;231; 0.3; 0.2;CAVE DEL PREDIL (FRIULI);[earthquake]
00274;2024_00274;2024-03-01T20:50:02.150; 0.36;44.5782;10.2407;  4.1; 18.9;  4.1;289; 2.6; 2.1;NEVIANO D.ARDUINI (EMILIA);[earthquake]
00275;2024_00275;2024-03-02T00:44:16.890; 0.15;46.2162;13.7670;  0.4;  0.9;  0.4; 98; 1.0; 1.2;TOLMIN (SLOVENIA);[earthquake]
00276;2024_00276;2024-03-02T02:48:29.460; 0.20;46.2882;13.3307;  0.6;  8.6;  0.6; 86; 0.3; 0.8;UCCEA (FRIULI);[earthquake]
00277;2024_00277;2024-03-02T03:23:42.180; 0.06;46.2297;13.8862;  0.4;  8.6;  0.4;132; 0.6; 0.9;RUT (SLOVENIA);[earthquake]
00278;2024_00278;2024-03-02T10:11:55.820; 0.13;45.6132;13.9132;  1.9;  8.8;  1.9;247; 0.9; 0.9;S.DORLIGO D.VALLE;[earthquake]
00279;2024_00279;2024-03-02T11:28:08.990; 0.11;46.3578;12.9040;  0.5; 10.6;  0.5;104; 0.3; 0.9;VILLA SANTINA (FRIULI);[earthquake]
00280;2024_00280;2024-03-02T15:06:04.070; 0.09;46.3573;12.8202;  0.3;  8.4;  0.3;101; 0.3; 0.8;AMPEZZO (FRIULI);[earthquake]
00281;2024_00281;2024-03-02T20:12:57.930; 0.14;46.0658;14.3003;  0.4;  9.8;  0.4;119; 0.8; 1.1;HORJUL (SLOVENIA);[earthquake]
00282;2024_00282;2024-03-03T05:12:32.730; 0.13;46.0658;13.9002;  0.5; 10.9;  0.5; 88; 0.6; 0.8;VOJSKO (SLOVENIA);[earthquake]
00283;2024_00283;2024-03-03T05:54:11.860; 0.20;45.7865;11.1888;  0.6;  8.9;  0.6;141; 0.7; 0.8;PASUBIO (TRENTINO);[earthquake]
00284;2024_00284;2024-03-03T06:32:49.150; 0.67;44.7230;10.1987;  4.4; 38.0;  4.4;223; 2.8; 3.0;FORNOVO DI TARO (EMILIA);[earthquake]
00285;2024_00285;2024-03-03T08:16:36.820; 0.24;46.6815;10.6433;  0.9; 11.1;  0.9;113; 0.6; 1.0;MAZIA (ALTO ADIGE);[earthquake]
00286;2024_00286;2024-03-03T12:29:05.030; 0.14;45.5293;14.4283;  1.1; 13.0;  1.1;266; 1.2; 1.4;PODGRATE (SLOVENIA);[earthquake]
00287;2024_00287;2024-03-03T22:47:10.810; 0.14;45.6358;13.9242;  2.2;  9.0;  2.2;140; 1.1; 0.7;S.DORLIGO D.VALLE;[earthquake]
00288;2024_00288;2024-03-03T23:04:25.030; 0.06;46.4030;13.0097;  0.9;  3.5;  0.9;171; 0.3; 0.7;TOLMEZZO (FRIULI);[earthquake]
00289;2024_00289;2024-03-04T05:56:59.460; 0.25;46.8385;10.0847;  1.2; 12.1;  1.2;180; 1.2; 1.5;DREILAN. (SVIZZERA);[earthquake]
00290;2024_00290;2024-03-04T06:30:21.430; 0.19;45.7883;12.9425;  0.7; 17.1;  0.7;197; 1.4; 1.7;PORTOGRUARO (VENETO);[earthquake]
00291;2024_00291;2024-03-04T14:52:32.210; 0.18;46.1465;13.5115;  1.2; 13.3;  1.2;109; 0.6; 1.1;S.PIETRO AL NATISONE (FRIULI);[earthquake]
00292;2024_00292;2024-03-04T19:56:07.510; 0.18;45.8138;11.0408;  0.6; 10.8;  0.6; 89; 0.9; 0.9;ALA (TRENTINO);[earthquake]
00293;2024_00293;2024-03-05T00:30:08.570; 0.07;45.6812;14.1672;  0.3;  7.0;  0.3; 83; 1.2; 1.7;PIVKA (SLOVENIA);[earthquake]
00294;2024_00294;2024-03-05T02:17:28.310; 0.08;45.6302;13.9318;  0.6;  8.5;  0.6;142; 1.2; 0.3;S.DORLIGO D.VALLE;[earthquake]
00295;2024_00295;2024-03-05T13:00:26.290; 0.12;46.0745;13.6655;  0.7;  1.8;  0.7; 92; 1.2; 1.9;PLAVE (SLOVENIA);[earthquake]
00296;2024_00296;2024-03-05T16:04:31.640; 0.09;46.1203;13.5218;  0.3;  9.1;  0.3;127; 0.8; 1.6;S.PIETRO AL NATISONE (FRIULI);[earthquake]
00297;2024_00297;2024-03-06T01:48:16.980; 0.48;44.7317;10.0873;  5.4; 16.3;  5.4;253; 2.8; 3.3;FORNOVO DI TARO (EMILIA);[earthquake]
00298;2024_00298;2024-03-06T07:26:06.260; 0.19;46.3708;13.2168;  0.4;  6.7;  0.4; 82; 1.1; 1.7;CHIUSAFORTE (FRIULI);[earthquake]
00299;2024_00299;2024-03-07T00:45:13.570; 0.08;44.6098;10.0143;  3.1; 19.1;  3.1;323; 2.2; 2.6;SOLIGNANO (EMILIA);[earthquake]
00300;2024_00300;2024-03-07T06:35:57.070; 0.27;46.1577;13.7427;  1.0;  5.4;  1.0; 92; 1.2; 1.8;MOST NA SOCI (SLOVENIA);[earthquake]
00301;2024_00301;2024-03-07T11:36:20.170; 0.31;46.0085;13.6355;  2.5; 13.1;  2.5;121; 1.1; 1.5;PLAVE (SLOVENIA);[earthquake]
00302;2024_00302;2024-03-07T16:09:44.410; 0.05;45.9072;14.2507;  0.7;  8.3;  0.7;142; 1.2; 1.4;LOGATEC (SLOVENIA);[earthquake]
00303;2024_00303;2024-03-08T01:42:05.610; 0.14;46.5608;12.3842;  0.4;  5.1;  0.4;128; 2.3; 2.6;AURONZO DI CADORE (VENETO);[earthquake]
00304;2024_00304;2024-03-08T09:30:43.400; 0.28;45.7247;14.1065;  1.5; 12.6;  1.5;146; 1.2; 1.5;PIVKA (SLOVENIA);[earthquake]
00305;2024_00305;2024-03-09T11:43:22.290; 0.14;46.2475;12.6225;  0.3;  6.1;  0.3; 88; 1.4; 2.0;ANDREIS (FRIULI);[earthquake]
00306;2024_00306;2024-03-10T08:45:39.480; 0.12;46.4183;13.0958;  0.4; 13.9;  0.4;126; 0.8; 0.9;M.SERNIO (FRIULI);[earthquake]
00307;2024_00307;2024-03-10T10:57:42.160; 0.05;46.1263;12.9073;  0.3; 21.4;  0.3;130; 1.0; 1.6;SPILIMBERGO (FRIULI);[earthquake]
00308;2024_00308;2024-03-11T02:26:23.790; 0.11;45.6320;13.9183;  0.8;  8.3;  0.8;103; 0.9; 0.3;S.DORLIGO D.VALLE;[earthquake]
00309;2024_00309;2024-03-11T18:33:24.970; 0.17;46.4645;13.4802;  0.7;  4.1;  0.7;140; 0.8; 1.2;CAVE DEL PREDIL (FRIULI);[earthquake]
00310;2024_00310;2024-03-11T23:53:37.080; 0.07;46.4612;13.5025;  0.8;  6.4;  0.8;124; 0.4; 0.9;CAVE DEL PREDIL (FRIULI);[earthquake]
00311;2024_00311;2024-03-12T01:52:20.340; 0.05;45.6238;13.9063;  1.0;  8.5;  1.0;159; 0.8; 0.5;S.DORLIGO D.VALLE;[earthquake]
00312;2024_00312;2024-03-12T04:15:59.950; 0.10;46.4655;13.4990;  0.5;  5.6;  0.5;129; 0.4; 0.8;CAVE DEL PREDIL (FRIULI);[earthquake]
